Plate	Inplatecount	Sample	IgA1_RBD alpha	IgA1_N	IgA1_RBD beta	IgA1_RBD omicron	IgA1_RBD lambda	IgA1_RBD gamma	IgA1_zebra	IgA1_Eadp501	IgA1_RBD delta	IgA1_RBD wuhan	IgA1_AMA1	IgA1_MSP1	IgA1_HRPII	IgA1_Tetanus	IgA1_HCoV-229E	IgA1_HCoV-NL63	IgA1_HCoV-OC43	IgA1_pp28	IgA1_pp65	IgA1_EBNA1	IgA1_VCA	IgA1_FL spike	IgA1_BSA	IgA1_CelTos	IgA1_CSP	IgA1_HCoV-HKU1
PLATE2	1	BACKGROUND0	2.5	-3	9	13	-2	26	20	-9	18	33	32.5	-1	35	-11	40	72.5	50.5	20	14	-3	5	1	73	103.5	86	-5
PLATE2	1	AF-MIX-S1	-1561	264.5	-2852	-2752	-2653	-2444	-2738	-2426	-1788	830	1191	-1500.5	-2524.5	-1813.5	4260	2675.5	5767.5	1426.5	-924.5	1499	4814	-449	3239	960	-192.5	3121
PLATE2	1	AF-MIX-S2	-495.5	-8.5	-768.5	-770.5	-756	-633	-653.5	-555.5	-550	169	360	-398.5	-500	-348	1212.5	592	1640.5	287	-72.5	186	1685.5	-171.5	936.5	161.5	-26	509.5
PLATE2	1	AF-MIX-S3	-681	-70.5	-1018	-1032.5	-999	-866	-910	-710	-749	267	407	-534	-665	-408	1696.5	852.5	2306	438	-26	264	2099	-243	1237	325.5	-97	829.5
PLATE2	1	AF-MIX-S4	-207	7	-248	-259	-245	-204.5	-191	-154	-175	63	121	-126	-107.5	-114	415	245	557	76.5	-37	47	503	-82	365	111	21	148
PLATE2	1	AF-MIX-S5	-52.5	8.5	-83	-97	-82	-43.5	-41.5	-42.5	-44.5	72	95.5	-38.5	-3.5	-33	192.5	144.5	253.5	63.5	28.5	53	187.5	-13	178.5	164.5	89.5	70.5
PLATE2	1	AF-MIX-S6	-47	-2	-64	-55	-48	-29.5	-20	-54	-23.5	54.5	64	-37.5	8.5	-38	95	109	122	50.5	4	12.5	91	-20	146	149	61	23
PLATE2	1	AF-MIX-S7	-50	-32.5	-42	-40.5	-45	-23	-37	-54	-30	15.5	53	-51	0	-51	44.5	64	63	4	-16	-2	24	-26	132	133	52	-21
PLATE2	2	BACKGROUND0	-8.5	-11	-8.5	-17.5	-1	15.5	6.5	-21	18	9	28.5	-15	31	-28	26	47	31	-5	-6	-5	-9	-4	88	95	89	-12
PLATE2	2	AF-MIX-S1	-1673.5	-231	-2729	-2692	-2598.5	-2357	-2652.5	-2334.5	-1808.5	794	1181.5	-1502.5	-2407	-1854.5	4161	2585.5	5772	1158	-847	1297	4269	-444	3159	590	-494	2920
PLATE2	2	AF-MIX-S2	-1198	-119	-1727	-1728	-1666	-1511	-1585	-1371.5	-1264	400.5	623.5	-965.5	-1359	-878	2571	1378.5	3654	463	-437	706	2888.5	-444.5	2010	167.5	-403.5	1405
PLATE2	2	AF-MIX-S3	-767.5	5	-1060	-1066.5	-1014	-899	-914	-743.5	-801	152.5	477	-552	-712	-465	1797	819	2404.5	311	-74	301.5	1984.5	-260.5	1264	181	-138.5	781
PLATE2	2	AF-MIX-S4	-148.5	40.5	-181.5	-202.5	-196	-157.5	-132.5	-93.5	-120	95.5	170.5	-87.5	-31.5	-64.5	434.5	255	569.5	111.5	24.5	81.5	477	-8	305.5	164.5	88	161.5
PLATE2	2	AF-MIX-S5	-95.5	-1	-94	-117	-114	-80	-66	-67.5	-70.5	64.5	109	-66	-32.5	-57.5	177.5	136.5	263	28.5	-19	29.5	191	-29	214	129	59	48
PLATE2	2	AF-MIX-S6	-46.5	-3	-59	-62	-44	-30	-21.5	-46	-26.5	46	70	-44	7	-37	139	112.5	160	56	-7	35	90	-3.5	144	144	80	16.5
PLATE2	2	AF-MIX-S7	-33	-27.5	-38	-52	-45	-18.5	-11.5	-45.5	-20	23.5	64	-28.5	6	-35.5	55	72.5	72.5	28	-15	15.5	50.5	-5	127.5	138.5	66.5	-17.5
PLATE2	3	BACKGROUND0	3.5	4.5	20	25.5	21	35.5	26	-6	30.5	22.5	32.5	3.5	53.5	5.5	32.5	77.5	34	12	14	5.5	-0.5	13	65.5	99.5	88.5	-3.5
PLATE2	1	POST-VACC-S1	4175	-95.5	5639.5	-1476.5	4651.5	4195.5	-370.5	-1333	4051	4443	1794.5	-1632.5	-1630	-1566.5	1858.5	4428.5	10001	1362.5	-396.5	-155	1397.5	1613.5	3287.5	1822.5	419.5	6764.5
PLATE2	1	POST-VACC-S2	4727	81	3261.5	-409.5	3940	2737	-177.5	-284	5595.5	3343	296	-455.5	-263	-224	698.5	1076	3915.5	311.5	-103	330	1372.5	766	909	325.5	38.5	1164.5
PLATE2	1	POST-VACC-S3	1969	-1	526	-134.5	638	726	-45	-68	1739	1218	71	-108	-24	-32	162.5	202	876.5	68	-31.5	49	260	145.5	257	149	71	140
PLATE2	1	POST-VACC-S4	589	-6.5	114	-38	189	151.5	-1	-18	531.5	534	66	-38	18	-32	65	122	276	16.5	1	18	59.5	56	134	135	76	26.5
PLATE2	1	POST-VACC-S5	65.5	7	22.5	10	30.5	66.5	15.5	-5	82	80.5	27.5	6.5	23.5	-13	41	89	82.5	12.5	21	-8.5	-0.5	10.5	82.5	125	100.5	3.5
PLATE2	1	POST-VACC-S6	22	-4	16.5	-3	15	38	18	-5	35.5	42	29.5	-9	41	-10	29.5	66	45	19	15	-4	2.5	8.5	78	119	96	-2
PLATE2	1	POST-VACC-S7	20	-1	29.5	19	10.5	43	29.5	-0.5	29.5	22.5	23	11.5	56	-4.5	42.5	66.5	40.5	21.5	22.5	-12.5	-2.5	0.5	72.5	97	102.5	-0.5
PLATE2	4	BACKGROUND0	31.5	18.5	31.5	24.5	17.5	49	33	4	34.5	34	33.5	13	49.5	-4.5	42.5	81	43.5	19.5	28.5	-0.5	15	-1.5	57.5	118.5	125.5	4.5
PLATE2	2	POST-VACC-S1	5916.5	149.5	5972.5	-1051	5380.5	4796.5	-368	-991	5556	5098	939.5	-1259.5	-1104	-1011.5	1729	3473	8675	1130	-514	144.5	2344	1106	2390	1401	149	5095.5
PLATE2	2	POST-VACC-S2	5527.5	22.5	3213.5	-494.5	4447.5	2973	-300.5	-369.5	5791.5	4214	423.5	-584.5	-383.5	-361.5	762	1301.5	4607	347.5	-121.5	360.5	1321.5	636.5	1125.5	513.5	48.5	1631.5
PLATE2	2	POST-VACC-S3	1233	-2.5	147.5	-110.5	457.5	494.5	-16.5	-51	1332	868	79.5	-90.5	-16.5	-56.5	154.5	262.5	823	78.5	-39	34.5	237.5	106.5	233.5	161.5	49.5	108.5
PLATE2	2	POST-VACC-S4	182	-7	60.5	-41	83.5	92	0	-30.5	211	196	23.5	-38	24	-34	51	116	210.5	2	-1	11	54	36	126	133	56	7
PLATE2	2	POST-VACC-S5	69	8	34.5	-7	31	61	27	-3.5	112	97	45	-4	38	-21	33.5	78.5	102.5	20.5	5	11	17	24.5	83	121.5	84	3.5
PLATE2	2	POST-VACC-S6	10.5	-7.5	10	-16	1	41	16.5	-15	28	23	20	3	39	-15	31	68.5	41	10	6	-2	-5.5	-18	81	104	92	-3
PLATE2	2	POST-VACC-S7	17.5	8	18	12.5	17.5	47	30.5	-7	30	23	33	7	47	-2.5	48	74	61	11.5	12	7	7	6.5	62	111.5	97	-6
PLATE2	5	BACKGROUND0	8	11	3.5	-4	4	42	17.5	-2	32	34	54	14	40	0	78	93	827	23	19	10.5	46	14	84	121.5	106	35
PLATE2	1	HCAM-002-S1	-2674	-2916.5	-2297.5	-2421	-2579	-2404	-3323	-3387	-2767	529.5	1333	-1467	-3264	-2658.5	4764.5	3355	6073	7745	34	370	4508.5	852	3823	789.5	342	1414
PLATE2	1	HCAM-002-S2	1076.5	-359.5	-225	-462.5	12.5	-196.5	-549	-584	961.5	1282	148	-345.5	-495.5	35.5	1800	680.5	1445.5	1263	112	118.5	2366.5	212	830.5	209.5	-66.5	104.5
PLATE2	1	HCAM-002-S3	329	-48	-64	-93	-16.5	-22.5	-73.5	-96	302	351	75	-67	-48.5	125	386	182	234	188	0	9	494	5.5	214	123.5	66.5	3.5
PLATE2	1	HCAM-002-S4	71	4	-5	-13	-0.5	34	-2.5	-16	70.5	78.5	70	-19	11	55	147	107.5	273.5	91.5	19	20.5	124	17	107	118	94.5	4
PLATE2	1	HCAM-002-S5	12	9	11	2	18	30	9.5	-9.5	35	25.5	30.5	-7	43	1	68	80.5	59	22	9	-6.5	46.5	18	80	107.5	87	-7
PLATE2	1	HCAM-002-S6	3.5	3	6.5	8.5	6	41	30.5	-17	19	5	12	-6	46	-9	55	82	51	6	12	1	10	3.5	73	84.5	87	-4.5
PLATE2	1	HCAM-002-S7	14.5	6	24	16.5	16	40	41	-6	46.5	14.5	28.5	11	39	-0.5	62	80.5	50.5	25.5	25	1	13	21	68	111.5	116.5	21
PLATE2	6	BACKGROUND0	19.5	-5.5	12.5	24.5	18	43.5	24.5	-0.5	33.5	25.5	19.5	0.5	47.5	-2	36.5	80	43.5	19	2.5	0.5	15.5	-0.5	69.5	107.5	102.5	-1.5
PLATE2	2	HCAM-002-S1	-2049	-2433	-1501	-1905.5	-1760	-1811	-2836	-2911	-1988	552	921	-1236	-2766.5	-2137	4714	2939	4632	6084	-123	368	4492	548.5	3281	598	33	1185
PLATE2	2	HCAM-002-S2	1006.5	-391	-203.5	-488.5	-11	-135	-635	-621.5	997	1184.5	323.5	-359	-540	75	1976	809.5	1361.5	1452.5	52	149	2917	264	890	248.5	-22	172.5
PLATE2	2	HCAM-002-S3	478.5	-95	-77	-149.5	-35	-48.5	-125	-128	299	408.5	42.5	-110.5	-81	121	391	172.5	234.5	206	-16.5	-30.5	379.5	30	247	83	23.5	-21
PLATE2	2	HCAM-002-S4	80	-14.5	-27	-21	-12	11	-9.5	-38.5	50.5	91.5	30.5	-18.5	6.5	50	166.5	90	95.5	68.5	20	-4.5	131.5	10.5	120.5	95.5	77	-8.5
PLATE2	2	HCAM-002-S5	6.5	-6.5	6.5	-2	15.5	43.5	18.5	-9.5	30	42.5	38.5	5.5	34	12	70	91.5	58.5	49.5	13.5	0.5	34	6.5	76.5	100.5	92.5	1
PLATE2	2	HCAM-002-S6	14	23	24	14.5	15	55.5	29.5	2	28	23	35.5	12	46	5	68	84	52	18	29	0	15	8.5	64	111.5	109	1
PLATE2	2	HCAM-002-S7	8.5	-5.5	7	11.5	17.5	29.5	21	3.5	19.5	2.5	26.5	5.5	43.5	-9	34.5	73	33	4.5	18	-9	-0.5	-4.5	70.5	94	88.5	-7.5
PLATE2	1	HC-101K	2247	-1397	-826.5	455.5	4395	-502.5	-2294.5	-2054.5	12658.5	6144.5	1513	-851.5	-2222	-1844.5	1512.5	2378.5	63447.5	890.5	-1139.5	458.5	2520	757.5	2829.5	687.5	2416	40520.5
PLATE2	1	HC-102K	1030	-306	106.5	-201.5	-395	204.5	-988	-730	2028	1045	1925.5	60.5	-912	-487	6961	8158.5	10454.5	734.5	-11	-20	2825	12	1507	678.5	2307	4941.5
PLATE2	1	HC-103K	-1328.5	-1517	-2539	-2376	-2565.5	-2265	-2838	-2680	-661.5	2585.5	76.5	-1960	-2742	-2724	-870	2657.5	8760.5	-33	-2303	-131	4487	-595	3486	1428	-987	144
PLATE2	1	HC-104K	782.5	-749	-504	-12	-770	-461.5	-1162	-785	2006	899	1132.5	-892	-1043.5	-1052	-389	907.5	7485	344	-676	261	790	400	1557	822	-332.5	225
PLATE2	1	HC-105K	773	-969	-275	-264	-664	-611	-1331	-1164.5	2344	2190	572	618.5	-1243	-1300	1154	3128	2000	300	-891.5	-18	2045.5	945.5	1663	578	-281	2344
PLATE2	1	HC-106K	507	4486	422	-913	-591.5	59	-1114	-914.5	2058	916	669	145	-972	-868.5	7322	10218.5	4304.5	2077	-432.5	-72.5	2444	-46	1593	586	518	10535
PLATE2	1	HC-107K	7092.5	-141.5	6521.5	-174.5	6195.5	5042.5	-825.5	-517.5	11246.5	5309	191	139.5	-743	-623.5	2816.5	1441	3815.5	1393.5	-440	212	1643.5	1054.5	1200.5	612.5	5611	263.5
PLATE2	1	HC-108K	262	2703.5	-703	30104.5	-377	-381	-1065	-982	832	755.5	1356	2.5	-872	-944	-437	343	492.5	1415	57	2181	1554	133.5	1742	531	-121	-51
PLATE2	1	HC-109K	11392	-800.5	4699.5	-605	7751	4318.5	-1109	-1130	12958.5	8000	-75	-902.5	-1062.5	-1113	-270	4489.5	5421	2362.5	-741.5	-130	2015.5	977	1310	250	-595.5	3089
PLATE2	1	HC-110K	-6345	-8810	-7901	-9209	-7741	-8179.5	-9785	-9318.5	-3947.5	2453.5	4487	-7829	-9705	-8010	-4201.5	3966	-3779	46209	-8623	-2859	2523.5	-2300	10051	4376	-5488	-7880
PLATE2	1	HC-111K	1550.5	-820.5	8065	1566	992.5	5217.5	-1311	-810	2386	651.5	830	-335	-1204	-1206	605.5	2392	1086	7012	599	343	2478	-65.5	1703	297.5	-291.5	-234.5
PLATE2	1	HC-112K	5730	-217	1286	-465.5	4309.5	1008	-858	-646	11043.5	3934	1232	1051	-718	-730	428	2041.5	14507	797	80.5	-18.5	1017	715	1275	340	3433	-91.5
PLATE2	1	HC-113K	609	-598.5	-617.5	52	394	-165	-948	7	-219	838	1178	-203	-744	563	1177	566	8702	2636	-376	275	1639.5	129	1405	523	-236	654
PLATE2	1	HC-114K	-53.5	144	-357	-470	-412	-113	-513	-531	946	499	269.5	2458	-451	-531	-43	479	3188	875	-263	6.5	298	-102	785	1194	-77	-165
PLATE2	1	HC-115K	3941	-1207	710	-1484.5	424	698	-1728.5	-1020.5	7390	3249	1109	-893.5	-1633	-1630	-189	2107	4694	6893.5	-894	2758	3068	889.5	2066	1019	206	-316
PLATE2	1	HC-116K	-584	-463	-1349	-1127	-963	-1085	-1221.5	-924	-310	1224	450	350.5	-1259	-981	158	2089	1968.5	46.5	-1074	19	5668	-149	1637	1032	184	-1017
PLATE2	1	HC-117K	-298	28042.5	-437	-482	-962	-301	-965	-692	-181	319	-235	-516	-868	-904	3111.5	2639	10147	1042	-533	89	6889.5	-145.5	1254	252	-4	202
PLATE2	1	HC-118K	1605	-248.5	-42	599	819	433.5	-680	-668	14653	1654	-122.5	-157	-554	-549	43	1286	2586	610	-384	390.5	8784.5	207	932	701.5	23	3
PLATE2	1	HC-119K	-2250	-3056.5	-3615.5	-3655.5	-3292	-3333	-2585.5	-3592.5	-1207.5	3062.5	312.5	-3099.5	-3476	-3101.5	-2008	592.5	23328.5	-741.5	-3139.5	-873.5	5432.5	-457.5	4001.5	1160.5	-2299.5	-358
PLATE2	1	HC-120K	3618	-920	3083.5	87	3892.5	2606.5	660.5	-1314	3725	4082	718	-1174	-1532	-1489.5	1112.5	2588	8397.5	540.5	-869.5	-254	6885	1392	2086	792	-19.5	8081
PLATE2	1	HC-121K	-236	-462	-547.5	-559	-519	-344	-562	-567	-425	266	374	55	-344	-564	4453.5	3614	5798.5	21	-46	113	180	-75.5	769	234.5	-36	2835
PLATE2	1	HC-122K	710	40.5	-81.5	49.5	-194.5	-2.5	-476.5	-395.5	1002.5	1573.5	305.5	443.5	-373.5	-409.5	3585.5	3626.5	5469	2072.5	-214	246.5	1324	199.5	789.5	471.5	50.5	300.5
PLATE2	1	HC-123K	-1426.5	-1974	-2116.5	-1756	-1929.5	-1895	-2012	-1979	-1449	860	1026.5	-1215	-2039.5	-2076	559	3226	11863	-447.5	-930	-460	3596	-451	2358	852	-826	297
PLATE2	1	HC-124K	8689	-720	276	-489.5	-1070.5	190	-1121.5	-1060	-708.5	518.5	243.5	-497	-1024.5	-849.5	327.5	6661.5	22566.5	529.5	-500.5	3871.5	1174.5	-69.5	1435.5	1141.5	63.5	801.5
PLATE2	1	HC-125K	2239	-2509.5	-835.5	-2149.5	361.5	-1002.5	-3205	-2500.5	5687.5	4621.5	285	-2161	-3140	-3138.5	-1102.5	9798.5	1528.5	-138	-1018.5	-588.5	2471.5	278.5	3607.5	1171	-1367	-1723.5
PLATE2	1	HC-126K	588.5	1373.5	-500.5	-261.5	-263.5	-225.5	1202.5	-191.5	142.5	545.5	22	-380.5	-386.5	-192	3312	824	6617.5	301.5	572	111.5	5509.5	-151	818.5	342.5	146.5	1711
PLATE2	1	HC-127K	27812.5	-1157	9028.5	-773	7615.5	7253.5	-1991.5	-1923.5	33393	14696.5	123	-1183	-1888.5	-1491.5	-207.5	695.5	7390	3653	-1071	50671.5	5234	1647	2501.5	872.5	-262.5	5615.5
PLATE2	1	HC-129K	4377.5	233.5	2527.5	-325.5	3271	1415.5	-815	-819.5	4967.5	3944.5	288.5	-151.5	-795.5	-666	97	820.5	1148.5	4064.5	-404.5	220.5	1755.5	566	1090.5	521.5	39.5	-358
PLATE2	1	HC-130K	1150	-928	-1013.5	848	-968	-747.5	-1302	-1145	1355	1197	1031	2991.5	-1195.5	-1173	313	639	1232	1753.5	-760.5	-254	3106	-180.5	1673	445	1257	-390
PLATE2	1	HC-131K	-38.5	-557.5	-894	-981	-801	-737	-1030	-1049	788.5	1439.5	-71.5	-521.5	-963	-810	-46	333.5	5486	897	-688.5	-67.5	12311	-76.5	1332	506	-237	-262
PLATE2	1	HC-132K	37761.5	-1483	7559.5	-1149.5	13793.5	7861.5	-546.5	-2043.5	31677.5	25022.5	1664	-867.5	-2259.5	-2280.5	9042.5	26932.5	39956.5	43.5	5738.5	-608.5	5782.5	5787.5	2764.5	1304.5	-247.5	502.5
PLATE2	1	HC-133K	-669.5	-1071.5	-1263	-1270.5	-1272	-1131	-1171	-1259	-200	533	-157.5	200	-1214	-1258	572.5	699	9531	1315	-790	263.5	3280	-175	1629	2442	-469	482
PLATE2	1	HC-134K	11386.5	-647.5	2708	-646.5	3098	2614	-532.5	-655.5	12511.5	6389.5	796.5	713	-875.5	2616	622.5	773	29221.5	382.5	-638.5	-38	962.5	58	1355.5	715.5	173	144.5
PLATE2	1	HC-135K	3676	-799.5	1903	-1135	374.5	1773	-1214	-1213.5	2234	3418.5	1908	-737	-1163	-1191	-163.5	361	3207.5	567.5	-889	508	11707	290.5	1417	967.5	-347.5	-782
PLATE2	1	HC-136K	22	-238.5	-844	-471.5	-459	-266	-915	-238	-299	555	666.5	-863	-905.5	-781	1769.5	4202	8806.5	518.5	-419	3746	6007.5	-103	1280	935.5	83	3379
PLATE2	1	HC-137K	-7	-3798	-4696	-4759	-4740	-4546	-4807	-4752	-3546	2509	92.5	-1149	-4609	-4674	-1196	565	14901.5	1115	-2631	-362.5	3652	-907	5167	3931	2	731.5
PLATE2	1	HC-138K	-1078.5	5026	-1437	-490	-1717	-1327.5	-1141.5	-1052.5	7547.5	790	-263.5	-1131	-1850	-1829	52	1409	37014	304	-1185	-450	4014	221.5	2185	501.5	2080	3955
PLATE2	1	HC-139K	321.5	-783.5	-918.5	-919.5	-520.5	-330.5	-1004.5	-840	-345	575.5	-55.5	-639.5	-897	-945.5	263.5	869.5	1322.5	301.5	-476.5	-152.5	769.5	-217.5	1349.5	632.5	-336	-465.5
PLATE2	1	HC-140K	7017	-763	1398.5	-829	2526.5	1718	-1444.5	-1444	7398	6172.5	83.5	-436	-1322	-1367.5	-42.5	763	35790.5	151.5	-911	-192.5	3561	294	1865	711.5	-377	884
PLATE2	1	HC-141K	5823	196	520	-78.5	4063.5	783.5	-315	-458	13464	4760	176.5	-87	-503.5	-456.5	70	1464.5	18338	9112.5	-255	39767	2670	691.5	953	458	47	2
PLATE2	1	HC-142K	-705	-849.5	-1141	-993	-561.5	-984.5	-1070.5	-974.5	-693	502.5	246	107.5	-858.5	-1001.5	-354.5	234	15243	93.5	-657.5	17072.5	4443.5	-35.5	1337.5	534.5	-352.5	-199
PLATE2	1	HC-143K	-227	-92	-859	-765	-472	-430	-866	-834	-234.5	656.5	611	122.5	-808	-730	-18.5	243	10243	273.5	-569	15	6675.5	-84	1132	576.5	-166	39.5
PLATE2	1	HC-144K	10079.5	-1769	3101.5	-1462	4046	2247	-2105	-2032	10458	8596.5	3913	-1184	-1992	-2012	10027	8547.5	7991	4561	-971	-212.5	3697.5	1194	2554	679	447	-800.5
PLATE2	1	HC-145K	-82.5	-761.5	-833.5	-777	-480.5	-284.5	-1193.5	-1116.5	336.5	905.5	35	-514.5	-1105.5	-1006.5	1223.5	1609	3563.5	170.5	-796.5	-27.5	1105	-218.5	1467.5	681.5	-314.5	-672.5
PLATE2	1	HC-146K	6568	3738	-424.5	1846	2740	18	246	-889.5	10148.5	3350	1133.5	-2	-1162	-1194	1001.5	823	9629.5	2221	223.5	1940	8010.5	307	1806	517	2819	464.5
PLATE2	1	HC-147K	363	-2440	-2637.5	-2726	-2029.5	-2349.5	-2876	-2802.5	1348	3288	581	5757.5	-2663	-2733	85	1446.5	16517	3229	-2029.5	-237.5	2181.5	753	3220	2275	1192	1470
PLATE2	1	HC-148K	-759	-800	-1125	-872.5	-1143	-980	-1202	-912	49.5	910	423	-711	-1146.5	-799	1477	1310.5	16963.5	261	-560	69	1423.5	97.5	1584	635	-573.5	1601
PLATE2	1	HC-149K	405	-546	-379.5	-326	-419	-208	-953	-897	3324	863.5	316	-509.5	-788	-668.5	-158.5	175	4791	365.5	218	-34	2992	694.5	1324	642	-311.5	-326
PLATE2	1	HC-150K	-420.5	200	-977	-982	-813	-663	-942.5	-947	-224	789.5	1	-88.5	-904	-916	2595	3092	443	459	-599	2089	5365.5	16.5	1259	770	-163	-356
PLATE2	1	HC-151K	1392	-673	-844	-574.5	-805	-648	-1106	-1025.5	-134	1399	1229.5	2674	654	-284	10385	15180	14604.5	1819	-477	88	1865	-69	1435	349.5	930	2383.5
PLATE2	1	HC-152K	118	3555.5	-861.5	-594.5	235	1774.5	5120	3542	937.5	601	1804	18425	10957.5	8721	1199	2776.5	16012.5	6646	2876	-212	1543.5	308.5	1746	1880	67	-323
PLATE2	1	HC-153K	6105	-872.5	-870	-944.5	2673	-749	-1968.5	-952	9227	6264	4442	1728	-1529	-1680	949	5085	24182	887.5	1886.5	-160	4604	2895	2759	1645.5	2012.5	3745.5
PLATE2	1	HC-154K	-544	-1303	-1825	-1786	-1609	-1364	-2010	-1724	-839.5	841	4029.5	-777	-1935	-1889	-116	258	10497.5	572.5	-1253	-218	1702.5	-238	2451	1188.5	284	123
PLATE2	1	HC-155K	1207.5	-927.5	-939	-1008.5	-455.5	-584.5	-1516.5	-1335.5	1764	1419.5	1714.5	304	-1499.5	-1284.5	528.5	4226	4072.5	2576.5	-2.5	-100.5	20767	-10.5	2011.5	778.5	380.5	1830
PLATE2	1	HC-156K	-1227	-2192	-2860	-2878.5	-2989	-2580	-3708	-2883	94.5	1355.5	8460.5	1568	-3528.5	-3551.5	1233.5	1785	1052	5034.5	-1946	-1143.5	3826	765	4210	1030	-891	-817
PLATE2	1	HC-157K	263	-494	-276	-400.5	-452.5	-440	-1100	-954	1042	835	630	3189	-1166	-1198	-8	836.5	5233	973.5	-637	-335.5	11951	752	1610	541	21	9413
PLATE2	1	HC-159K	9208	343	1220	279	4403	587	-601	-170	55228.5	10442	2846.5	5891	-518	-101	1245	6181	29534	1787	-284	2522	2874	3212	1226	930.5	3996	2798.5
PLATE2	1	HC-160K	-2497	-2913	-4485	-4661	-4315	-4118	-4455	-4107	-1641	2970.5	606.5	-3738	-3947.5	-3804	-2340	4565.5	-1524	150	-3916	638	2964	-1073	5113	3141	-428	-2916
PLATE2	1	HC-161K	-332	-956.5	-1449	-1432	-1337.5	-1048	-1270	-1517	-457	1529	1328	-683	-1565	-1336	-113	4341	10194	830	-874	262	32097	-114.5	2002	1093	-116	1867
PLATE2	1	HC-162K	11173.5	101.5	6310.5	16	10518	6570	-592	-163	25405.5	7126.5	556.5	254	-540	-261.5	23347	22432	30849	1576	99.5	22	6779.5	1537	895	270	228	1990
PLATE2	1	HC-163K	5906	-1020	3604	-173.5	4156.5	4235.5	-1426	-1301	17496	4416	413	1597	-1323.5	-1326	1180	5224	17290	327.5	-227.5	-365	1405	145	1761	1374	-484	17655.5
PLATE2	1	HC-164K	-7347	-7433.5	-8011.5	-7815.5	-8063	-7861.5	-8101.5	-7896.5	-6264.5	2361.5	787.5	-5737.5	-7679.5	-8044.5	-5946.5	-73	-476.5	-2230.5	-6184	-2198.5	3597	-1412.5	8476.5	5515.5	153.5	-6738.5
PLATE2	1	HC-165K	8991	17	3796	136.5	3510	2364	-871	-383.5	16986.5	6451	556	330.5	-773	-750	4496.5	7760	36643	17112	-526	4297	7027	557	1298	580	633	-146
PLATE2	1	HC-166K	-237	-555.5	-698	-671	-627	-89.5	-706	-667	134	963.5	1739.5	-363.5	-728.5	-681.5	242.5	9080	6222.5	653.5	2073	-120	3853.5	-232	1014	542.5	-118	-67
PLATE2	1	HC-167K	395	3	-103	-77	-166	58	-263.5	-124	475	626.5	168	26	-184	-207.5	134	1449	23226.5	544	-68	311.5	728	62.5	593	257	-61	5377
PLATE2	1	HC-168K	9921	-695	2802	1184	5624	2029	-1131.5	-1051	13089	7118	-67	-506	-1056.5	-967.5	1052	686	5407.5	262.5	-648.5	-164	4219	695	1418	341.5	-359	-269
PLATE2	1	HC-169K	3375	-85	415	-8.5	3316.5	652	-214	-288	17209.5	2572	686	345	-243	-227.5	120	333.5	4758	792	31	139	4021.5	527	492	252	209	-100
PLATE2	1	HC-170K	1109	-274	-175	-658	215	-142	-774	-684	4293	1153	711.5	941	-621	-663.5	2464	210	9911	346.5	-469	1209	4840	-8	1090	345.5	-116.5	-38
PLATE2	1	HC-171K	3530	-484	-1058	-1016	-840	-914.5	-1091	-1026	1058.5	2238.5	223	-571	-983.5	-941	1030	20925	30073	2317.5	-136	2090	1164	-83	1419	273	-63	2516.5
PLATE2	1	HC-172K	955.5	-1297	-1353.5	-1219	-1387.5	-1185	-1488.5	-1177	207.5	932.5	207.5	-1223.5	-1388.5	-1437.5	3226	320.5	986.5	883	-803.5	-126	2906	-452.5	1828.5	634.5	-165.5	-951.5
