Plate	Inplatecount	Sample	IgA1_RBD alpha	IgA1_N	IgA1_RBD beta	IgA1_RBD omicron	IgA1_RBD lambda	IgA1_RBD gamma	IgA1_zebra	IgA1_Eadp501	IgA1_RBD delta	IgA1_RBD wuhan	IgA1_AMA1	IgA1_MSP1	IgA1_HRPII	IgA1_Tetanus	IgA1_HCoV-229E	IgA1_HCoV-NL63	IgA1_HCoV-OC43	IgA1_pp28	IgA1_pp65	IgA1_EBNA1	IgA1_VCA	IgA1_FL spike	IgA1_BSA	IgA1_CelTos	IgA1_CSP	IgA1_HCoV-HKU1
PLATE2	1	HC-173K	3093.5	-1659.5	604.5	-1289.5	-1303.5	265.5	-1845	-1203.5	153.5	3524	213	-1138.5	-1757.5	-1415.5	4648	6876.5	8963.5	-251	-1208.5	-226.5	6503.5	750	2158.5	1148	-838.5	12911.5
PLATE2	1	HC-174K	1744	228	-40	-1106.5	-807	262	-1667	-1573.5	1064.5	958	-507	-1724.5	-1605	-1384.5	163.5	554.5	30030	1439.5	-651	911	1919	-190	2285	3278	-387.5	17818
PLATE2	1	HC-176K	11447.5	-1150.5	3496.5	946	6649.5	2529.5	-1392	-1691	16909.5	8292.5	1209.5	-1327.5	-1705.5	9.5	2637.5	4646.5	5888.5	-286.5	-129.5	-521.5	16178.5	1274	2186.5	495.5	1835.5	-463
PLATE2	1	HC-177K	-199	-640.5	-850	750	-708	-532.5	-1188.5	-772	-243.5	713	-70.5	-1029.5	-1033	-1122.5	2054.5	29942	4211.5	418.5	-461.5	-240.5	2562	-147.5	1561.5	493.5	-136.5	-659.5
PLATE2	1	HC-178K	4429	-365	1273	-761.5	870	1998	-839	-811	4084	3091.5	391	-604	-732.5	-685.5	-272	481	1054	1651	-353.5	-23	2925.5	337	1134	335	-161	-499
PLATE2	1	HC-179K	2774.5	1201.5	-669	-219	-424.5	-208.5	-628.5	52.5	240	1111	527	95	-397	-392	1883	2874.5	4088	680	-109	345	3400	-282	979	716	2840.5	398
PLATE2	1	HC-180K	1017	-33	-238	-135	-73	-175	-676	-311	2672	921	-21	1056	-597	-446	10377	11357	13957	257	-382	-137	286	47	965	817	9758	-3
PLATE2	1	HC-181K	7050.5	-1484	445	-1093	3736	1102	-1700	-1803	18874	6534	2998.5	205	-1640	-1723	-417	653	4049	2730	-1231	-64	1499.5	2367	2189	855	464.5	295.5
PLATE2	1	HC-182K	3823.5	426	1157.5	-298	1171	1486.5	-1362	-1080	5813	3183	838.5	1487	-1284	-1190	8150.5	8156	13675	253	-365	284	5206.5	1811	1724	677.5	2276	-320.5
PLATE2	1	HC-183K	-982.5	-1321.5	-1566.5	-1497.5	-1479.5	-1371.5	-1538.5	-1508.5	-1174.5	516	315	2441	-1376.5	-1435.5	-129.5	1054	14281.5	145.5	-511.5	3.5	3371.5	-265	1834.5	198	-632.5	734
PLATE2	1	HC-184K	495.5	-482.5	-568	-875.5	-149	-192	-1393.5	-1086	328.5	650.5	5813.5	26	-1108	-1292	10460	2405	10372	658.5	-101	-224	17836	-124	1855	838	1181.5	-5
PLATE2	1	HC-185K	11016.5	-2923.5	4615.5	-2792	10178.5	3517.5	-3228.5	-3058.5	11198.5	9561.5	1384.5	-787.5	-3101.5	-2881	-2082	1357.5	819.5	-686.5	-2373.5	-155.5	4655	1829	3554.5	2806.5	-1023	-2284.5
PLATE2	1	HC-186K	2680.5	-151	-797	-1067	-217.5	-320.5	-898.5	-988	1585	1554	355.5	155	-652	-773	2988	993.5	3867	1870	-313	31.5	4501	-132.5	1415	775	1676.5	80
PLATE2	1	HC-187K	-332.5	-366.5	-799.5	-670	-802.5	-605	-864.5	-776	3016.5	332.5	820	1648	-723.5	-784.5	1059.5	108.5	1511.5	2151.5	-397.5	-162.5	2122.5	-145.5	1181.5	504	-201.5	-237.5
PLATE2	1	HC-188K	103728.5	-540.5	28783.5	353.5	20504.5	24643.5	-1201.5	-976	88062.5	40058.5	2636	-164.5	-1085.5	-1070.5	435	1316.5	5209.5	162.5	-600.5	-20.5	3434.5	-23.5	1496.5	1669.5	-590.5	1382.5
PLATE2	1	HC-189K	-352	-1744	-2145	-2176.5	-2081	-1576.5	-2328	-2222	-682	711	840	-1778.5	-2227	-2291	-240	1168	7376.5	2053	-1444.5	-81	22181	-275.5	2679	1139	-193.5	5609
PLATE2	1	HC-190K	-51	357.5	-879	-772	-649.5	-583	-1194	-663	818.5	891	5.5	1704	-1015	-902	-262	1447.5	6311	2397	93.5	3465	5214	628.5	1651	588	139	8752
PLATE2	1	HC-191K	-622	-932	-1787.5	-1826	-1373	-1071	-1819	-1545	-1109	1355	401	-1235	-1552.5	-1350	1472.5	3555	5771.5	1739.5	-1128	29	1778	-108.5	2366	1178	587	447.5
PLATE2	1	HC-192K	1581	51	952	32	910	1008.5	-8	-40	1476	1204	112	8	11	-48	60	87.5	1227.5	116.5	-2	12.5	103	210	146	127	178	136.5
PLATE2	1	HC-193K	-774	-719.5	-1570.5	-1565.5	-1608	-1443	-1612.5	-1613.5	-389.5	489.5	442.5	-828.5	-1495.5	-825.5	-89.5	225.5	1983.5	464.5	-580.5	-20.5	362.5	-197.5	1907.5	213.5	3121.5	-101.5
PLATE2	1	HC-194K	591	-119	197	-219	63	302.5	-418	-127.5	186	503	271.5	-56	-367	1455.5	184	240.5	891	239.5	-192	-39.5	644.5	536	654	340	172	-45
PLATE2	1	HC-195K	-3225	-3031.5	-3564	-3612	-3776	-3482.5	-4209.5	-4075	-3096	272	-26	-1929	-4098	3274	-1518	551.5	90831	-1316	-3348	-590	1879.5	11842	4560	562.5	-2465	6014
PLATE2	1	HC-196K	2206	-162	725	1722	1729	613	-723	-168	10295	2048	1527	60.5	-576.5	-436	301	1807	7843	535.5	134	279.5	9197	482	1089	460	28264.5	-218
PLATE2	1	HC-197K	1001	-121.5	-186	-524	574.5	37	-524	-567	395	709.5	470.5	3898.5	-477	-199	110	3753	21757.5	442	-245.5	22	25577	-8.5	861	624	57	4363
PLATE2	1	HC-198K	-3277	-3540	-4055	-3480	-3751	-3451	-4106.5	-3711.5	-3016	1722	299	-2071	-3969.5	-3687.5	-859	1083	454.5	25113	-3122	-21	3864	-1027	4481	2395	-2323.5	-3118
PLATE2	1	HC-200K	12872.5	-119.5	9362.5	397.5	12524	9208.5	-494	-478.5	14672	7786	1019.5	96.5	-557	-431.5	-93.5	1406.5	19986.5	523.5	-426	4.5	2195.5	2138.5	962.5	327.5	-242.5	-157
PLATE2	1	HC19-KC098	1144.5	1734	-8	-565	-265.5	-72	-659	-492.5	1033	658	35	3269.5	-519	-373	187	3253.5	2197	1122	-304.5	-102	953	-235.5	1106	370	1204	9647
PLATE2	1	HC19-KC099	2806.5	-366	-1224.5	-601.5	-1156.5	-120	-1485.5	-1335.5	-74	1591	-31.5	379	-1107	-1364	-78.5	1534.5	19448	1063.5	-503	-10.5	3299	-270	1969.5	1207	812.5	4811.5
PLATE2	1	HC19-KC100	1446	-332	838	-233	1530	1933.5	-195	-763	3473.5	572	375.5	-650.5	-827	-839	247	2925	9698	2313	-402	11	1375	-223	1206	591.5	-150	2330
PLATE2	1	HC19-KC101	1232	1380	-1301	-1597	-1084	-1000	-1721	-1709.5	1283	1478	1105	-724	-1607	-1642	960.5	3326	41237	5671	-814.5	3539	18160.5	-356	2125	1476.5	141	19715.5
PLATE2	1	HC19-KC102	-942.5	-798	-1768.5	-1603.5	-1444	-1225	-1695	-1351	-816	527.5	430	-926	-1538	-1626	-381.5	442.5	3592	1300.5	2201	458.5	2411.5	-340	2143	1453.5	292	1601
PLATE2	1	HC19-KC103	18	-817	-1203.5	-1113	-870.5	-949	-1241	-1031	-821.5	861	500	-196	-1141	-1201	962	1141.5	1706	1391	-735	99.5	1697	-188	1557	291	1291	-63
PLATE2	1	HC19-KC104	330	-426	-846	-839.5	-695	-581	-866	-798	121.5	726.5	793	-382.5	-707	-742.5	729	719	772	675	-499	176	2388	-178	1232	717	-112	138
PLATE2	1	HC19-KC105	-460.5	-103	-1551	-1514.5	-1287	-1123	-545	-750	-644	492	97.5	-386	827	704	1652.5	2913	3389	1859	1339.5	1252	3655.5	951	1820	1187	-78	6643
PLATE2	1	HC19-KC106	744.5	81	-349	-411.5	417	-74	1248	-338	1848	549	309.5	5864.5	-384	-391	248	2254	1144	435	-255.5	493.5	701.5	-25.5	710	625	346	788.5
PLATE2	1	HC19-KC107	477	97	-930	-929.5	-896	-708.5	-987	-990	-449.5	640	-59	-459.5	-931	-980	154	819	22321.5	1201	-642	-15	1670	-82	1292	342	-359	1243
PLATE2	1	HC19-KC108	349.5	714	-418	-309	-268	-225	152	-275.5	33	375.5	254	566.5	108	-219.5	8490	2647	22789.5	312	-114	415	3019	116	698	329.5	492	5148
PLATE2	1	HC19-KC109	199	-284.5	-1003.5	-889.5	-814	-504	-1051	-988.5	-351	561	456	-31.5	-914	-987	496	2916	11044	1450	973	296	1943.5	-37.5	1368	561	995	1680.5
PLATE2	1	HC19-KC110	89	-250.5	-379	-391.5	-257.5	-222	-415.5	-397.5	37.5	233	261	1380	-314.5	-368	99	859	2383.5	322.5	-257.5	30	339.5	-37.5	613.5	232	-49.5	1838.5
PLATE2	1	HC19-KC111	-263	1530	-1204	-955	-1000.5	-861	-1219	-1021	-813	432	538	742	-1085	-1097	933.5	13439	6030	1046	-684	1386	1064	-173	1614	673	69	977
PLATE2	1	HC19-KC112	15543	-31.5	-579	-604.5	92	-381	-881	-814	512	6734	871	1734	-703	-768	-323	2345	9682	281.5	942	1460.5	2371	-74	1221	833	4123.5	79
PLATE2	1	HC19-KC113	-942.5	-890	-1468	-1364	-1233	-1161	-1485	-1363	-219.5	495	451.5	2218.5	-1377	-1432.5	562	1909	6627	278	-861	-30.5	3103	-445	1727	693	670	-38
PLATE2	1	HC19-KC114	-140	-564	-1020.5	-983	-915	-691.5	-960.5	-946	253	500	504	1497	-824	129	390	4319.5	31443.5	1872	-562.5	325	3559	-157	1409	439	-239	10626
PLATE2	1	HC19-KC115	-1584.5	-2453.5	-2592	-2564.5	-2224.5	-1845.5	-2512	-2588.5	-1876.5	346.5	-343.5	-2308.5	-2718.5	-2601.5	-583.5	4329.5	14191.5	416.5	-1707.5	-401.5	4232.5	-780	3281.5	612.5	61.5	-714.5
PLATE2	1	HC19-KC116	-62	-771	-1479	-845	-689	-426	-1746	-1565.5	4194	1673.5	884	-94	-1689	-1374	-709.5	484	4996.5	15202	-32.5	59	3141.5	-256	2294	1352	-393.5	2636
PLATE2	1	HC19-KC117	-3570.5	794	-4874	-2564	-4506	-4497	-4939	-4037.5	-3189.5	2348	1.5	-2937	-4774	-4657	-2094.5	1351	4344.5	-1023.5	-3132	-629	8525.5	-1215	5368	3021	-2437.5	-313
PLATE2	1	HC19-KC118	-1456	-2648.5	-2930.5	-2828.5	-2178.5	-2343.5	-3251.5	-3151.5	-1857	2540.5	1381.5	-2339	-3197.5	-3198.5	-669.5	6354	22719	7387	-2211.5	588.5	3390.5	-477.5	3798.5	1758	-700.5	19723
PLATE2	1	HC19-KC119	259	684	-850	-662.5	-747	-684	-591	-731	-2	671.5	354	-490.5	-748	-699	1168.5	676.5	17265	1220	-594	-27	17722	-191.5	1054	2769	348.5	2980
PLATE2	1	HC19-KC120	-692	-902.5	-1248.5	-1978.5	-1564.5	-1334	-1873.5	-1919.5	-610.5	901.5	181	-1018	-1803	-1748.5	418.5	3624	2365.5	2219	-1149.5	158.5	6139.5	-311	2302.5	814.5	-59.5	3328.5
PLATE2	1	HC19-KC121	-930	-1202	-1709	-1609	-1538	-1148	-1675	-1654	-1511	598	-188	-79	-1577	-1620	-563.5	1506	41359	5762	-915	-301.5	3234	-280	2185	840	-254	31137
PLATE2	1	HC19-KC122	1180	543	-612	-537	30	120.5	-287	-210	86	591	388	2055	228	153	417	4491.5	6490	547.5	-29	101.5	828	-105	924	467	97.5	181
PLATE2	1	HC19-KC123	-183.5	-513	-713	-1134	-1077	-242	-1210.5	-793	-643	530	115	8747	-994	-1134	-31	1491.5	12319	680	-514.5	-53	1163	-120	1540	218	395.5	6306
PLATE2	1	HC19-KC124	652.5	34	-984	-952	-951.5	-847	-904	-793	-564	491	36	93	-832	-758	164	2884	20335	1010	-403	-32	4438	-254	1209	371	-53	6786
PLATE2	1	HC19-KC125	732	-253	-369	-254.5	-144	135	-564	-472	3539	1695	286	-474	-394	-329	2541	2586	6218	732	155	-122	358	-92	1022	659.5	-23	3169.5
PLATE2	1	HC19-KC126	2182.5	3458.5	-392	-366	-304.5	-70	-514.5	-359.5	240	1615	797.5	812.5	-342	-325.5	787	1072	9327	3444.5	5.5	235.5	696	76.5	836.5	547.5	450.5	3340
PLATE2	1	HC19-KC127	-9005.5	-9654	-9855.5	-9883.5	-9844.5	-9522.5	-7802	-9720.5	-9220.5	5430.5	-224	-7482.5	-9764.5	-9824.5	-5069.5	1442	1391.5	-4135.5	-7772.5	-112.5	3250.5	-3098.5	10274.5	6306.5	-6412	-8703.5
PLATE2	1	HC19-KC128	-737.5	-394	-950	-770	-935	-801.5	-844	-620	-746.5	446.5	484	-513	-740.5	-590	1364	2541.5	1288	1432.5	-448.5	198	833	-98	1244	479	-259	-199
PLATE2	1	HC19-KC129	-1409.5	-1562	-2052.5	-2115	-2137.5	-1732.5	-2138.5	546.5	-996.5	575	578	1313.5	-1813.5	-1899	-59.5	673.5	7930.5	22.5	-1017.5	-253.5	58676.5	-383.5	2820.5	649.5	517.5	-1349.5
PLATE2	1	HC19-KC130	-1098.5	-1835	-2385	-2037.5	-2105	-1892.5	-2097	-2297	-590.5	1861	2646.5	3513.5	-2177.5	-2250	91	1659.5	3337.5	1604	1715	430.5	29618.5	-103	2959.5	1181.5	274.5	-1137.5
PLATE2	1	HC19-KC131	-469	-544	-1389.5	-1346	-1120	-951	-1288	-1244	127	830	1126	1170.5	-1198.5	-1222.5	186.5	2172	11343	3721	11567.5	-182	2464.5	-221	1712	706	-244	1056
PLATE2	1	HC19-KC132	-1012	-1140	-1928	-1569	-1595	-1552.5	-1979	-1971.5	-987	583	-48.5	-833	-1845.5	-1840	-647.5	129	2300	377	6300	-245	841	-124	2350	551	-433	217
PLATE2	1	HC19-KC133	-525	-465	-1028.5	-420.5	-823.5	-793	-1128	-964	2534	647.5	848.5	-143	-981	-1075	-184.5	1421.5	7700.5	254.5	487.5	-95	1355	-122.5	1413	618.5	-207.5	181.5
PLATE2	1	HC19-KC134	-221	-92	-707	-142.5	-535	-597	-784	-750	239	1688	11053	7037	1550	-791	3033	4601	42849.5	869	-264	7590.5	46851.5	-112	1118	251	5281	2920
PLATE2	1	HC19-KC135	-322	-129	-1833	-1574.5	-1546	-1472.5	-1928.5	-1505	46	744	2091	-316	-1688	-1763	1964	2730	22986	1551	-1186.5	784	41396	-318	2354	1434	5412	406
PLATE2	1	HC19-KC136	-599	452	-1254.5	-1246	-377	218.5	-574	-169.5	-927.5	567.5	409	1669	1408	1470.5	-8	3928	2987	5496.5	-457	410	6963.5	-117	2054	955	15	-428.5
PLATE2	1	HC19-KC137	-848.5	-1514	-1736	-1798.5	-1620	-1628	-1806	-1820.5	-593	1062	615	-957	-1801	-393	2042	2457.5	7568.5	206	-1341.5	918.5	4996	-167	2147	831	-687	4997.5
PLATE2	1	HC19-KC138	-6115.5	-7087.5	-7336	-7305	-5493	-6979	-7300.5	-7249.5	-1931	3514.5	64.5	-5112	-7081.5	-7068.5	-5059.5	1160.5	20785	-1429	-3430.5	-1175.5	30561.5	-2195.5	7722.5	4039.5	-4149	-1414.5
PLATE2	1	HC19-KC139	246.5	313	66	-413	-50.5	140	-476	-476	905	404	3525	629	-388	-415	38	288	12048	644	3	1212	3692	-37	757	483	413	739.5
PLATE2	1	HC19-KC140	602	4191.5	-430	-544	-130.5	24	-504	-475	372.5	527	177	-333	-380	-470.5	3379	2210	5964	880	-227	122.5	7805.5	50	816	561.5	809	926
PLATE2	1	HC19-KC141	812	-228	-792	-811	-265	-669	-928.5	-328	574	590	3668	-180	-868.5	-825	233.5	9636	15610.5	721	1291	215	7535	-155	1382	238	897	1736
PLATE2	1	HC19-KC142	-882	-1377	-1640	-1083.5	-1463	-1343.5	-1519.5	-1249.5	-988.5	607.5	891.5	-265.5	-1422	-1475	1116	1847	2538.5	124.5	-1017.5	-175.5	6290.5	-347.5	1863.5	465.5	-122.5	-770.5
PLATE2	1	HC19-KC143	566	-537	-1041.5	82	-650.5	-622.5	-325	-511	1415	1522	84.5	1458	-810	-843.5	1421	2101	2609	5325	-444	58.5	3230.5	-197	1318	690	636.5	-244
PLATE2	1	HC19-KC144	-314.5	383	-593	-396.5	-518	-407	-331.5	-309.5	-243	88.5	600	338.5	-456	-483	484.5	3945	15100	379.5	-337.5	59.5	27601	-133.5	803.5	811.5	502.5	1233.5
PLATE2	1	HC19-KC145	227.5	-282	-848	-656.5	-943	-509	-990	-944	355	584	1586.5	1348	-839.5	-809	2920	7762	8628	807	-604	221	747	-106.5	1358	453	1283	2854
PLATE2	1	HC19-KC146	90	280	-363.5	-416.5	-443	-195	-440	-387	-28	306	437	848.5	-379.5	-210	687.5	737	3946	239	-175	383.5	484	-48	677	210	855	-101
PLATE2	1	HC19-KC147	-630.5	-779.5	-1044.5	-1075	-1032	-890.5	-1102.5	-1126.5	-656.5	278.5	308.5	-331.5	-1015	-1042	-162	824	4248.5	1108.5	-154.5	522.5	709	-140.5	1355.5	154.5	1338.5	217
PLATE2	1	HC19-KC148	-6751.5	-6715.5	-8636.5	-8788	-8504.5	-8447.5	-8743.5	-8683.5	-5713.5	2601.5	170	-5122.5	-8669.5	-8704.5	-1902.5	1431.5	24390.5	63235.5	-7427.5	-1364.5	6059.5	-2817	9365.5	4557.5	-3825.5	8816.5
PLATE2	1	HC19-KC149	-685	-1421	-2364	-2444	-1602	-1594	-2441	-2451	-611.5	870.5	648	242	-2355	-2243	-684	325	7124	141	-1481	58.5	3569.5	-242.5	2720	548.5	-889.5	-1079
PLATE2	1	HC19-KC150	-200.5	-359.5	-861	-800	-779.5	-737.5	-814	-756.5	-179.5	503.5	242	-451.5	-772.5	-800.5	385	435.5	9881.5	176.5	-454	45.5	292.5	-94.5	1077.5	385.5	408	-247.5
PLATE2	1	HC19-KC151	-847	1110.5	-1491.5	-1617.5	-1183.5	-715	-1595.5	-1645.5	-1213.5	391.5	398	-1000	-1663	-1442.5	-250.5	1105	2790	1387.5	-1131.5	449	1795.5	-70.5	2221.5	690.5	-239.5	311.5
PLATE2	1	HC19-KC152	-439	-1035	-1449	-1136	-1262	-1230	-1359.5	-1026	359	1312	398	595	-1320.5	-1333.5	112	377	5960	1439.5	-935.5	200	1000	-214	1748	687.5	-296	141
PLATE2	1	HC19-KC153	421.5	-276.5	-1227	-1079.5	-833	-608.5	-1470.5	-864	-376	1319.5	553	-796.5	-1307.5	-1127.5	268.5	862.5	2042.5	2158	-912.5	535	1457.5	196.5	1868.5	1241.5	204.5	-506.5
PLATE2	1	HC19-KC154	68.5	461	-265	-658	-691.5	427	-627.5	-790.5	-409	371	60.5	-624	-732	-693	515.5	213	1488	1843	1755	3958	9094	-240	1082	504	-107	-25
PLATE2	1	HC19-KC155	94	-422.5	-250	-985	-714	-291	-988	-891.5	2617	761	314	2899	-744	-856	1589	1821	5079.5	2572	-607.5	245.5	1769	-133	1393	473	423	-318
PLATE2	1	HC19-KC156	-838	-654	-1896.5	-1548	-1389	-1610	-1996.5	-1672	-662.5	1459	996	-1655	-2243	-2043.5	-830	1883	8942.5	6732	-1412	544.5	5209	-117.5	2790	4729	8285.5	28862
PLATE2	1	HC19-KC157	-369	50.5	-569	-541.5	-415	-408.5	-506	-484	-263	95	-30.5	-198	-425	-482	-77.5	336	2249	549	-297.5	22	574	-148	735	246	-20	139
PLATE2	1	HC19-KC158	-554	-561	-1098	-1085	-1098	-1001	-790	-1101.5	1237	402	184	-881	-1034	-1080	-38	1347.5	1411.5	461	-581.5	-60.5	1238.5	-345.5	1320	375	-49	328
PLATE2	1	HC19-KC159	15716	-106.5	-566.5	-482	103	-365	-837	-739	1853.5	6458	862	2395	-667	-771	-301	2109	9480	322	1167	1348	2180	120.5	1208	592.5	927	200
PLATE2	1	HC19-KC160	-467	-68	-823.5	-790	-669	-575	-883	-843	76	298	426	151	-804	-794	9923	12120	13122	555.5	-425	716	1052	-118	1158	639	-32	-139.5
PLATE2	1	HC19-KC161	-516.5	-607.5	-952.5	-791.5	-823.5	-726	-983.5	-873.5	-234.5	273.5	-25.5	-728	-917.5	-975	42.5	1833.5	3211.5	4015.5	-185	-47.5	1307.5	-246.5	1261.5	363.5	125.5	-107
PLATE2	1	HC19-KC162	-314	2211	-1079	-882	-883	-762.5	-1115.5	-947	-760	396.5	521.5	664	-992	-1000	973	13815	5413.5	1085.5	-670	1286.5	1242.5	-175	1437	505	223	1037
PLATE2	1	HC19-KC163	-190	-383.5	-476	-421	29.5	-338	-376	-323	1157	139.5	114.5	-36	-393.5	-320	-22	5890	8851.5	371	-206.5	143.5	2954	-82	726	381	326	3297
PLATE2	1	HC19-KC164	133	273	-24	-312.5	-121	1522	-974	-937	206	802	10681	4841	-746	-871	-73	1842.5	11689	665	-476	6848	51622	219.5	1368	2021	293	1748.5
PLATE2	1	HC19-NM057	-1490	-1680	-1840	-1790	-1662.5	-1486	-1893.5	-1819	-700	425.5	436	209	-1840	-1892.5	-885	-189	-162	48	3954.5	-317	3008	-255	2174	659	-764.5	1157
PLATE2	1	HC19-NM058	-7	-500	-1259	-1275	-1145.5	-1183	-1395	-1080.5	-406	1004.5	982.5	-345	-880	-1120	-376	10758	17245	3975	1650	448	7888	-270	1943	792	-406	3966
PLATE2	1	HC19-NM059	1337.5	-264	-565	-801.5	-684	-407	-841	-640	589	674.5	962	225.5	-261.5	-683.5	1562.5	1798	4154	1652	-385	761.5	732	-124	1163	332	-259	782
PLATE2	1	HC19-NM060	336.5	-799.5	-1326.5	-1649.5	-1458.5	-1148.5	-1680.5	-1591.5	-301.5	823.5	4192	5118.5	-1021.5	-1189.5	516	6156	29425	715.5	-906.5	2496.5	17658.5	-247.5	2032.5	641.5	-335.5	2463.5
PLATE2	1	HC19-NM061	-1005	-1161	-1336	-1248	-1244	-1204	-1292	-1112	-1051.5	313	462	-801	-1248	-1320.5	11	622	30273	101.5	-821	91.5	2162	-178	1539	349	2349	17786
PLATE2	1	HC19-NM062	-121	1321.5	-791.5	-812	-672.5	-519.5	-593.5	-681.5	-483	484	361.5	-441	-674.5	-674	-131.5	475.5	11010.5	673.5	-321.5	179.5	3315.5	179	1020.5	435.5	59.5	17321
PLATE2	1	HC19-NM063	929.5	-31.5	-684.5	-830.5	-868.5	-523.5	-861.5	-651.5	-179.5	731.5	995.5	-144.5	-773	-482.5	4760.5	4065	16864.5	767.5	-485.5	179.5	853.5	-153.5	1157.5	832.5	467.5	3091.5
PLATE2	1	HC19-NM064	-178	16609	-748	-648	-686.5	-592	-707	-514	-239	390	795	-286	-550	584	667	2211.5	4218	801.5	-374.5	1360	2029	-71.5	1001	452	19	512.5
PLATE2	1	HC19-NM065	-427.5	2591.5	-752.5	-496.5	-683.5	-545.5	-774.5	-379.5	-563	588	383.5	-414.5	-675	-688.5	-78.5	426.5	10317.5	1476.5	-394.5	3493	1824.5	-56	1019.5	465.5	-135.5	181.5
PLATE2	1	HC19-NM066	2974.5	3324.5	689.5	-242	-184	916.5	-514	-270	813	1390	517	181	-356	-343.5	486	8299	17565	3318.5	-52	149	17187	-105	960	673	107.5	474
PLATE2	1	HC19-NM067	-679	-707	-1270	-1392	-1108.5	-598.5	-1498	-1445	-484	687	886	-401	-1422	2070	2575.5	2139	39727.5	1057	1216	60.5	1005	-221	1896	870	-263	15577
PLATE2	1	HC19-NM068	-28.5	-149.5	-894	-826.5	-612.5	-455.5	-707	-413	1364.5	866.5	931.5	-451.5	-692.5	-698.5	49	864.5	10113.5	1511	-202.5	205.5	1251.5	-158	1211.5	777	117.5	602.5
PLATE2	1	HC19-NM069	716	-93	143	-190.5	-165	489	-370	-312	-128	707.5	322	432	-257	-252	537.5	7513	11139	1092	-158	861.5	4931.5	-54.5	676	360.5	15	1017
PLATE2	1	HC19-NM070	1292.5	-951.5	-1101.5	-1827	-1326	-813.5	-1596	-1738	-803.5	1193.5	1284.5	1473	-1614.5	3863	-296.5	2183.5	14280.5	1082.5	-310.5	392	1550.5	-266	2270.5	626.5	-369.5	4783.5
PLATE2	1	HC19-NM071	1039	-658	-779	-749	-758	-491	-865.5	-756	256	809	3169	-557.5	-739.5	-28	697	1658	1434	4330	-557	212	3061.5	146	1158	428.5	11952	-193
PLATE2	1	HC19-NM072	2846.5	-406	-68	16009.5	-1175.5	-892	-1369	-1001	-101	3160	1810	13282	-1163	-1251.5	1033.5	2186	1211	1619	-710	270	8633	-129	1772	696	638.5	655.5
PLATE2	1	HC19-NM073	235.5	-843	-1182	-1107	-1066	-924	-1218	-980.5	699	2548	3208	-263	-1117	-1143.5	107	1169	864.5	535	-654	1192	11927	-187	1542	781	2698	-85.5
PLATE2	1	HC19-NM074	4256	-383	-1428	-1605.5	-1582	-632	-1771	-1211.5	-106.5	1970	538	-1167	-1577	488	3364	3355.5	7920	1770	-768	2694.5	4841.5	-184	2215	966	-441	3112
PLATE2	1	HC19-NM075	673	-1389.5	-1527	-1185.5	-1709	-1220	-2040	-1891	599	1747	1614	-660	-1768	4299	4272	4723.5	8950.5	6459	-1163	1221	3014	574	2501	766	15	-994.5
