Plate	Inplatecount	Sample	IgA1_RBD alpha	IgA1_N	IgA1_RBD beta	IgA1_RBD omicron	IgA1_RBD lambda	IgA1_RBD gamma	IgA1_zebra	IgA1_Eadp501	IgA1_RBD delta	IgA1_RBD wuhan	IgA1_AMA1	IgA1_MSP1	IgA1_HRPII	IgA1_Tetanus	IgA1_HCoV-229E	IgA1_HCoV-NL63	IgA1_HCoV-OC43	IgA1_pp28	IgA1_pp65	IgA1_EBNA1	IgA1_VCA	IgA1_FL spike	IgA1_BSA	IgA1_CelTos	IgA1_CSP	IgA1_HCoV-HKU1
PLATE2	1	HC19-NM076	-2473.5	-2566	-3123.5	-2941.5	-2524.5	-2844.5	-3079	-2795.5	-1992.5	1387	1014.5	-2334.5	-2902.5	-2876.5	2165.5	1447.5	35512.5	1705.5	-2002.5	-87.5	4391.5	31.5	3457.5	1120	-1133.5	40544.5
PLATE2	1	HC19-NM077	-667	-1860	-2427.5	-2427	-2369	-2191.5	-2474	-2309.5	-2153	3458	504.5	-1278	-2322	-2157	-692	5091.5	11657	3811	-1776	577	5804	623.5	2874	2098.5	1828	6486
PLATE2	1	HC19-NM078	-144	-600	-1232	-1244.5	-1011	-634	-1374	-1218	-702	813	762	234	-1157.5	-1204	619	2301	23130.5	737	-263	420.5	3049	14	1809	603	78	20283
PLATE2	1	HC19-NM079	-567	-458.5	-1917.5	-1528	-1679	-1438	-1942.5	-1793.5	-943	757.5	13213.5	-1413	-1794	-1479	-501	2143	15888	9341	-806.5	809	2242	-367	2385	881	283.5	3900
PLATE2	1	HC19-NM080	-559.5	-529	-1800	1837.5	-1064.5	-1167.5	-2299	-1360.5	-1654.5	1440.5	2532.5	-638	-2160.5	-2102.5	3334.5	4510	18053	818	5856	-253.5	4745.5	-318.5	2838.5	975.5	-916.5	9496.5
PLATE2	1	HC19-NM081	516	-364.5	-887.5	-567.5	-772	-656	-774	-684	-197	1412	546.5	21	-700.5	-624.5	-58.5	284	993	781	-327	253	1640	-9	1158	829	-270	3635.5
PLATE2	1	HC-251K	265.5	-1331	-474	-1753.5	-1750.5	352	-2107.5	-1437	2880	1843	1953	-510	-1842.5	-1865	-303.5	618.5	45530.5	5069	-1028	115	3491	474.5	2817	3437.5	-336.5	10289
PLATE2	1	HC-252K	828	-902	-1290	-1142.5	-1171	-1006	-1186.5	-1099	-549	1052	766.5	1113	-1177	-1225	-371	328	1507	638.5	-653	865	2357	83	1743	631.5	413.5	-380.5
PLATE2	1	HC-253K	14668	201	4570	-1001	8158	3745.5	-1470	-1452	17418	11606	646.5	704	-1446.5	-750	-12	2054.5	1896	416.5	-402.5	319	6234.5	2054	1861	707.5	71	-284
PLATE2	1	HC-254K	138.5	50	-221.5	-215	-246	123	-454.5	-260.5	1890.5	500.5	486	167.5	-439.5	-427.5	2788.5	3292.5	5520.5	1151.5	115.5	212.5	1099	-4.5	796.5	768.5	-137.5	6171.5
PLATE2	1	HC-255K	-1369.5	-1685.5	-1462.5	-1869.5	-1747.5	-1649.5	-2039.5	-1871.5	-376	1051.5	921.5	-579.5	-1907.5	-1965.5	-561	1066.5	133.5	450.5	-1436.5	67.5	26488	286.5	2408.5	990.5	-463	-971.5
PLATE2	1	HC-256K	8886	-286	7350	3077.5	8323	5854	-1757.5	-757.5	14707	7125	1629.5	1108	-1818.5	-1564	-440	1410	12975	6501.5	-880	5959	3508	1176	2514	2516	466.5	-472
PLATE2	1	HC-257K	1166	-204	-178	6077.5	113	870	2756.5	-1589	2860	3143.5	854	9226	-939.5	-1057	324	1561	45328.5	1111	-917	316	67307	211	2195	460	543	21087
PLATE2	1	HC-258K	2973	-1015	449	-106	825.5	966	-1780	-1353	3887.5	2774	3337.5	-129.5	-1621	-1501	-68	1293	9539	751	-1051	-62	3716	74	2243	1212.5	1992	1252
PLATE2	1	HC-259K	449.5	-249.5	545	255.5	-2.5	-80.5	-574	107.5	1249.5	462	3266	535	-459.5	-446.5	1459.5	2373	5410.5	485.5	-235.5	104	1259	11.5	928.5	795.5	321.5	-167.5
PLATE2	1	HC-260K	52	17583	-1915	-4002.5	-2432	-1085.5	-4429	-4508	14724.5	3442	320.5	-1271	-3943.5	-4327	-3070	5564	1207.5	-818	-3936	39321	55524	-230	5104	1432	-2222	-1038
PLATE2	1	HC-261K	7312	-1253	2013	-1055	4438	1603	1274	-2155	13055	5762.5	1036	-939	-2182	-1549	-851.5	2014	45852	474	-1711	291.5	4477	499	2735	1092	941	9328
PLATE2	1	HC-262K	-4269	-4620	-5845	-5718	-5518	-5395	-5837.5	-5717	-2883	2519	-26	-3291.5	-5365.5	-5708	-3166	1345	-1355	241	-4760	-151	4739	-1233	6198	1703.5	-2153	-4102
PLATE2	1	HC-263K	7630	161	2993	-594.5	3951	2318.5	-291.5	-948.5	8902.5	6629.5	868.5	2546	-1198	-1280	-442.5	672.5	8293.5	1007.5	-680	391.5	4295.5	1265.5	1751.5	1248.5	2991.5	-791.5
PLATE2	1	HC-264K	41.5	28680	-174	-1362	-1463.5	147	-1524	-1548.5	-636.5	1322	956.5	2136	-1776	-1638	-759	1165	7675	5734	-1339.5	221.5	4464	-297	2355	1028	64.5	4154
PLATE2	1	HC-265K	-1248	-1439	-2007.5	-1667.5	-1982.5	-1827.5	-2220.5	-1732	-644.5	1031	937.5	11496	-1914.5	-1688.5	-377.5	4940	5721.5	594.5	-511.5	-165.5	714.5	-577.5	2618.5	1996.5	-406.5	10862
PLATE2	1	HC-266K	1028	-336	-361	-694.5	-435.5	-164	-358	-636	10	869.5	745	772	-638	-695	1461	3530	18202	1381.5	-257	5861	1240	265	1089	296	-81	148
PLATE2	1	HC-267K	14402	-850	9315	1848	13466	7760	-1191	-1156.5	18011	11326	352	-977	-1126	82	-174.5	713	15220.5	185	685	-161	359	2121.5	1520	2007	-645	5759.5
PLATE2	1	HC-268K	12759.5	-1171.5	8090	-56.5	10365.5	6967.5	-1706	-1526	13411.5	8463.5	1046.5	-541.5	-1536.5	-609	55.5	620.5	1634.5	499.5	-948.5	-143.5	5869.5	4762.5	2107.5	727.5	-357.5	-25
PLATE2	1	HC-269K	308	421	-798	-1049	-608	-591.5	-1129.5	-1127.5	1192.5	1249	701	2227	-1038	-1046	868	1296	12486	1035.5	-650	339	622.5	405	1459	885	1274	2923
PLATE2	1	HC-270K	1180.5	-218.5	-482	879	-291	-377.5	-963.5	-919.5	1674.5	1491.5	892.5	8726	-790.5	-930.5	679	5763.5	4079	1366.5	-369.5	2750.5	6337.5	132	1518.5	504.5	1238	802.5
PLATE2	1	HC-271K	2186.5	-804.5	42.5	695.5	-49	-263.5	-1591.5	-1490.5	4523.5	2375.5	2089	8714.5	-1353.5	-1508.5	762	6239	7450.5	1200.5	-708.5	7976.5	10870.5	531.5	2315.5	639.5	3195.5	754.5
PLATE2	1	HC-272K	11504	-888.5	7807	7929.5	5736	7641	3088	-1550	20369.5	5588.5	1592	-122	-1394	-1398	945.5	1402	3164	4868	-739.5	-314	14017	620	2169	699.5	-101	762.5
PLATE2	1	HC-273K	32179	-175	21555.5	3100	23694	16821	3025.5	-191.5	30600.5	22515.5	3772.5	1285	-239	-458	2154.5	2588	26381	1796	-76	506.5	1404	4007	983	729.5	3032	36867
PLATE2	1	HC-274K	-1150.5	-1840	-1883	-1908.5	-1656.5	-1702.5	488	-1905.5	-231	995	565	-1440.5	-2032.5	-2026.5	262	594	6307.5	931	-1199	401	1327	-84	2403	678.5	-855	1388
PLATE2	1	HC-275K	8178	-628.5	5379.5	260	6346	3582	-1200	-967	8317.5	8246	1252	317	-1076	-1005	747	1406	15459	896	-353	186	5967	266	2059	860	-305	3289
PLATE2	1	HC-277K	-350	-532	-619	-601	-565	-466	-619.5	-623.5	-354.5	26.5	81	-498	-597	-624.5	185.5	1686	781.5	1400.5	-333.5	-272.5	107	-155	776	19.5	-157	1865.5
PLATE2	1	HC-278K	-811	-505	-1274.5	-1135.5	-1183.5	-1108.5	-1210.5	-1094.5	-686.5	835	504	-871.5	-1184	-1126.5	-644.5	2020.5	5038	2371.5	221	172	3529.5	122.5	1468.5	653	-211.5	12146
PLATE2	1	HC-279K	5464	-213	3196	1838	596	2371.5	447.5	-204	6937	3917	418	-117	-486	-481	61	305	18251	996	4	-13	17302	273	788	280.5	31	4366.5
PLATE2	1	HC-280K	-145	-2770	-1579	-1877	-1327	-1685	-3135	-3148	3638	2252	427.5	-833	-3067	-3106.5	-2121.5	444	10696.5	174	-2685	93.5	3449.5	-238	3354	1606	-1723	2464
PLATE2	1	HC-281K	1212.5	-18	354	21	-62	238.5	-551	-327	894	1401.5	457	-5	-423	-435.5	734	806	22515	1958	-175.5	777	833.5	541	767	269.5	3360	1583
PLATE2	1	HC-282K	15653	-1962	778	768.5	6755	777	-2309	-2298	60524	13881	704	-1429	-2188.5	-2271	1772	2181	14853	1214	-830.5	-493	2490	1305	2757	809.5	2094	644.5
PLATE2	1	HC-283K	27363.5	-595.5	21326.5	5172	23636.5	18376.5	-1627.5	-1417	36969.5	19428.5	1137.5	5087	-1456	-1511.5	4697.5	7666.5	31274.5	1566	-1055.5	15.5	2337	3246.5	2115.5	1237.5	-270.5	18273
PLATE2	1	HC-284K	2190.5	1618	1704	804.5	1782.5	1948.5	-56.5	63.5	6148	1624.5	930	-75.5	-409.5	-213.5	201	3193.5	8382.5	1369.5	-32	437.5	1849.5	358	1050.5	607.5	303.5	5816.5
PLATE2	1	HC-285K	23603	-1592	33940	10463	27936.5	24380	-2174.5	-1726.5	23008	17565	1221	-1238.5	-1946.5	-2015	-626.5	5823	4424	2812	-921	179	5507	4752	2675	1378	-798	10611
PLATE2	1	HC-286K	1896	-611	890	343.5	619	791	-768	-640	3791	1616	904	-377	-664.5	-721	2403.5	1397	5415.5	635	-218	134.5	442	657.5	964	7379	426	1559.5
PLATE2	1	HC-287K	-934	-1396	-2166	-2247.5	-1858	-1806	-2223.5	-2264	-1309.5	1568	646	-790	-2130	-2224.5	63	1392	11899	182	-1774	203	2844	-363	2560	1794	-866	-1549
PLATE2	1	HC-288K	1095.5	-1089	-1175.5	-1043.5	4305.5	-928.5	-929.5	-1212	6530	5453	954	630.5	-1323	-1241	4577	1582	2977	1183	-927.5	297.5	12345	-20.5	1731	2443	-91	-320
PLATE2	1	HC-289K	2283	-454.5	221	-686	683.5	212	-903.5	-569	2453	2228.5	624	1392.5	-849.5	-901	-78	184	29302	738.5	-355	-137	393	28	1138	744.5	-294.5	5502
PLATE2	1	HC-290K	11770	-1876	6000	-1499	8594	5765	-2078	-1986	15323	10584	1804	-1315	-1879	-1956	366.5	992	1275	503	-1448.5	-148	946	1131	2356	1052	6649	-644.5
PLATE2	1	HC-291K	8509	-633	4257.5	1190.5	1162	3034.5	-864.5	-538	6944	6458	1102	2042.5	-1023.5	-1113.5	704	991	3821	1910.5	-894.5	3338	12760	1126	1470	688.5	-116.5	3342
PLATE2	1	HC-292K	762	-53	-417	-287.5	229	-193	-352	-215	1976.5	881	388.5	1474	-339	-410	993	8572	3619.5	420	-76	33	19527.5	96.5	815	352.5	376	-67.5
PLATE2	1	HC-293K	6966.5	-208	-733.5	-746.5	-1195.5	-410	-1498.5	-1194.5	-22.5	4872.5	4227.5	-578	-1415.5	-922	11480	10297	10536.5	1172.5	-527.5	4377.5	22246.5	-36.5	1835.5	924	12329.5	4463.5
PLATE2	1	HC-294K	3614	-714	-985.5	-1045	-308	265	-1179	-873.5	-365.5	2480	275	1290	-937.5	-1216	-379	1512.5	15237	548	-847	-14.5	857	-399	1456	586	-442.5	2599.5
PLATE2	1	HC-295K	-234.5	-1119	-1428	-1546	-1361	-878	-1754.5	-1554	-692	935.5	680.5	1268	-1624	-1585	-93	991	10156	561	-810	177	573	-324.5	2039	621	-466	608
PLATE2	1	HC-296K	118.5	24.5	-594.5	-606.5	-586.5	439	-862.5	-497.5	479	1420	861.5	2246	-766.5	-825.5	-45.5	590.5	16044.5	1283.5	-443.5	921	2043	126	1153.5	623.5	381.5	7678.5
PLATE2	1	HC-297K	7522.5	288	5316	2217.5	5707	4445.5	-910.5	-659	26894	6088	773	58.5	-776.5	2	41	1203.5	2078.5	1288	-139	-14	274.5	1245.5	1419	1016	-264.5	1025
PLATE2	1	HC-298K	1361.5	-253.5	146.5	149	286.5	275	-425.5	-548.5	3339.5	1177.5	4088	-218	-567.5	-441.5	321	1160	1679.5	162	-341.5	94.5	6843	475.5	868.5	294	135.5	1309.5
PLATE2	1	HC-299K	1703.5	-401.5	153.5	106.5	-7	545	-587.5	-383	989.5	981	607.5	-60	-526.5	-599.5	868.5	4066.5	29744	1235.5	-238	69.5	1550.5	1469.5	844.5	490	669.5	6704.5
PLATE2	1	HC-300K	-656	-937.5	-1229	-1432.5	-1063.5	-773	-1445	-1400	-472	575	601	-923.5	-1333	-1363	-668	619	7681	-158	-784	274	34212	-248	1808	2085.5	-388	-1146
PLATE2	1	MBL-164	-1051.5	-2774.5	-3366.5	-3515.5	-3041.5	-3030.5	-2713	-3614	-2008.5	1774	788.5	-128.5	-3690.5	-3616.5	1206.5	7912.5	7192.5	713	15726.5	208.5	39488.5	-275.5	4536.5	461.5	-1545.5	-796
PLATE2	1	MBL-165	23309	641	12681.5	1324	15499	10299	-629.5	-650	24944	10680	3139	7442	-701.5	5552	1014	3952	11708.5	12541.5	-80	3363	14265.5	4915.5	1471	1388.5	779	11893
PLATE2	1	MBL-167	402.5	14.5	-534.5	-325.5	-249.5	-139.5	39	321.5	-184.5	437.5	223.5	2778.5	-41.5	-199	573	3594.5	18607	542.5	874.5	95.5	3225.5	-89.5	798.5	249.5	-33	188.5
PLATE2	1	MBL-168	3333	-312	-870	-863	-816	-745.5	-894	-857	-181	1567.5	860	-382	-742	-680.5	1807.5	1417	14865.5	522	3560	-182.5	840	-77	1236	206	-425	1080
PLATE2	1	MBL-169	1603.5	-29	-114	-635	480	18	-582	-590.5	2941	2723	83	-291	-476	-110	300	797	7467	573	-251	6.5	1363	-57	880	146	48	3385.5
PLATE2	1	MBL-170	-945	556.5	-1500	-1420	-1331.5	-1241	-1286	-1161	-1118	424	133.5	-469	-998	-1109	2405	453	30318	561	-420	1119.5	1203	-371	1746	557.5	-495	662
PLATE2	1	MBL-171	1235	-380	-268	-1236	-863.5	288	-1371	-1224	-404	1189.5	1711.5	118.5	-999	-786	3220	4177	9046	1503	4403	-27	1835	-211	1836	1559.5	-29	5164
PLATE2	1	MBL-172	-1061.5	-2765.5	-2889.5	-3018.5	-2508.5	-2606.5	-3232.5	-3138.5	-1535.5	1266	872.5	1742	-3147.5	-3086	-16	1162.5	4796.5	25926.5	4168.5	635	58104.5	43.5	3667.5	2270	-220.5	-2067.5
PLATE2	1	MBL-173	474	-573	-1018	-847	-413	-745	-615	-967.5	928.5	1402	199	-667	-970	-822	800	1451.5	7231	942	-36	192	667	66	1501	535.5	-271	4061.5
PLATE2	1	MBL-174	22228	-3113.5	7539.5	-4055	14487	7582	-4457	-4270	28117.5	18489.5	3182	-1376	-4271	-4136.5	3418	6617	12966	366	-2559	-332	17162.5	3140	5147	1819	-915	-1331
PLATE2	1	MBL-175	1545	-1296	-1043	-1572.5	-836	-974	-2329.5	-1964.5	47	1661	-177	-1716.5	-2348	-1890	156	2118	9092	-440.5	53106	-1338	41042	-1034	2685	-714	-1705	2070
PLATE2	1	MBL-176	721.5	-4658.5	-2229.5	-4931.5	-176	-289.5	-6931.5	-3952.5	17786.5	4183.5	5211.5	-2603.5	-6613	-6418.5	22223.5	11909	27232	2631.5	3274	336.5	10171	-427.5	8033.5	3220.5	-1945.5	10674.5
PLATE2	1	MBL-177	424	1132	-58	-73	-191	52	-3.5	-467	1805	473.5	979.5	319.5	-267.5	-415	147	1485.5	12154	1440	752	243	25947.5	-94	822	713	52	7862
PLATE2	1	MBL-178	2750.5	-1880.5	-766.5	-1728	3692.5	123.5	-2284	-3194	4670	4794	1240	-362	-2967.5	-3066	2487	6127	13295	27623	-2346.5	686.5	4267	3642	3846	2639	2541.5	-1242
PLATE2	1	MBL-179	69	16636.5	-1018	-1152	-922	-829	3766	-1580	2078.5	910	520.5	-489	-1736.5	-1635	2227.5	4149	37345	11650	-1285	-179	2097	-403	2426	1198	2599.5	6754.5
PLATE2	1	MBL-180	3586	-2252.5	1515.5	-2672	2594	1282	-2984	-2989	12133	6031	889.5	4743.5	-2462	-2802.5	1414.5	3696	23618	52	6188	-160	3437	580.5	3369	1105.5	-596	8218
PLATE2	1	MBL-181	36385	-1742	30095.5	-711	27168	20879	-2225.5	-2177	44870	25544.5	836	-1290	-2137	-2148	1209	1339.5	1430	753	-510	-294	1058.5	7772	2700	582	2151.5	-908
PLATE2	1	MBL-182	4042	2773	-58	-2142.5	1260.5	-51.5	-2206	-2076.5	4947	4375.5	212.5	-871	-2044.5	-1925.5	5654	7822	11105.5	1154.5	-1369	134	4868	628.5	2866.5	993.5	361.5	4805
PLATE2	1	MBL-183	3272	-378	84	483	1219	132.5	-1031.5	-9	5187.5	3290	254	615.5	-940	-925	2757.5	4093	36057.5	445.5	8611	3320	4423	255.5	1335	12	-440	9248
PLATE2	1	MBL-184	26725.5	159	16594	1449	14583.5	15281	-35	-36	23112	19567	330	-25	-10	-35.5	1678	1608.5	3202	6214	4006	141	89149	3266	673	502	1096	58.5
PLATE2	1	MBL-185	4285	1808	291.5	-480	2010	3003	-600	-421	1072.5	1150.5	271	10035	296	-52	-27.5	176.5	6855	2764.5	-50	-34	1100	12	1313	1223.5	-327.5	-215
PLATE2	1	MBL-186	9812	-114.5	2836	208	1157.5	3066.5	1254.5	-391.5	76719.5	6319	114	-45.5	-406.5	-353	337.5	4291.5	12344.5	1939.5	-180.5	288.5	1631	652.5	672.5	332	-33.5	11307.5
PLATE2	1	MBL-187	807	5831	-1392	-808.5	-178	-1299	-2014.5	-1743.5	3483	3003	293	1.5	-1745	118	14036	6709	14813	3725	-1278	634	1419	527	2522	1030	-513	5489
PLATE2	1	MBL-188	67884	248.5	55077	2731	6930	44214	204.5	-436.5	16529.5	10550	155.5	-431.5	-483	-432	1173.5	2135	14633	2754	-275	186	32367	4845	886	338	52	191
PLATE2	1	MBL-189	539.5	1131	-277	-241	7	-145	-338.5	-342.5	1493	569	44.5	7273	-278	-301	118	1184	32540	222.5	137	189	1418	30.5	599	208	-119	588
PLATE2	1	MBL-190	142	165	-221.5	-271	-124.5	12	-143.5	-118.5	109	191	203	853	-20	119	610.5	385	1687	419	329.5	134	1400	-38	460	240	102	183
PLATE2	1	MBL-191	26231	-825.5	10896	-587.5	18890	8262	-627	-2210	32108	18672.5	810	-2417.5	-2956.5	-2424	1255.5	-446.5	13618	8384	-2465	36.5	3444	681	4232	-746	-2206	9685
PLATE2	1	MBL-192	16025.5	3375	-1144	563.5	-2543	-647	-1085	-3233	23870	9064	3096.5	3160	-2279.5	-2681	2129	3818	23092	3028	137	2176	22543.5	426	4146	411.5	1711	5879.5
PLATE2	1	MBL-193	-490.5	-989.5	-1283	-1326	-1128.5	-1014	-841	-1165	1374	548.5	1184	11578	-1097	-998	775	44	6543	7207	-582.5	559	2714	-367.5	1775	149	-735.5	595
PLATE2	1	MBL-194	-341	-233	-635	-655.5	-536	-487	-294.5	-636	-217	448.5	48	-38	-603	-589	10.5	701	11715	888	-38	79	2088.5	-38.5	910	423.5	607.5	42
PLATE2	1	MBL-195	57	-59	-603	-527	-476.5	-484.5	-759	-543	5838	560	368	409	-694	-731	8587	181	4455	188	-143	-183	1806.5	61.5	930	466.5	61	6963
PLATE2	1	MBL-196	1245.5	-98	-585.5	-284	-498	-331	-597	-510	149.5	953	535	1081.5	-405	-557	547	146	2749	833	-310	-33	26093.5	-32	836	186	131	1470
PLATE2	1	MBL-197	7171	-271	-777	-820.5	-529	-512	-724	-550	8930	13073	774	605.5	-554	1313.5	1095	1875	2343	1944	-261	850.5	5538	-93	1093	372	-297	980
PLATE2	1	MBL-198	-3360	-4985	-4609	-5080.5	-4456	-4334	-5190	-4767.5	-3582	1964	1395	-631	-5248	-4945	10902	12023	31097	-172	3607.5	-575.5	2812	-587	5724	599	-1659	10867
PLATE2	1	MBL-199	194	-2597	68.5	-758	890	-334	-2912	-2730	2823	2191	744	2197	-2719	-2910	516	5675	13198	1050	8570	6888	1437	923.5	3383	31.5	-876	797
PLATE2	1	MBL-200	5374	-405	1027	-968	13742	1174	-32	-1045.5	5644	3104	675	2056	-931	34.5	4415	4694.5	71530	954	1486	512	2827	530	1494	312	485	12279
PLATE2	1	MBL-201	58617.5	-1197.5	19338.5	-555	35862	11106.5	-1919.5	-1458	67182.5	51035.5	-53.5	-1260.5	-1821.5	875.5	-891.5	524.5	13819.5	148	-1463.5	24.5	4881.5	7121	2182.5	1214.5	1249.5	3146.5
PLATE2	1	MBL-202	2361	-1253	415	-1601.5	1095	336	11502	-1375	3004.5	2470	1074	3934	-1247	-1324.5	10017	6093	29904.5	966.5	-140	529	47411	349.5	2331	1184	-319.5	25467.5
PLATE2	1	MBL-203	4180	-247	5415	15	6200.5	4715	-358	-358	7996.5	2942	380.5	-98	-264.5	134	907	793	1044	360	-152.5	284	84.5	456	573	348	64	587
PLATE2	1	MBL-204	-173	-331	-438	-421.5	-372.5	-289.5	513.5	-435.5	-172	215	172.5	-45	-373.5	-376.5	860.5	943.5	8394.5	141	-178.5	79	407	-44.5	592.5	197.5	-73	3846
PLATE2	1	BL771	167	-379	-395	-491	-273	-303	-522	-550.5	687	536	456	-99	-458.5	-508	605.5	1954.5	29510	150	-297	47	1392	44	850	196	365	128
PLATE2	1	BL773	9146	-311	6512	-650.5	3930	5116.5	-681	-718	8728	6107	90	-157	-602	-593.5	100.5	923.5	5685	270	-327.5	-17	5313.5	349	1346	292	-151	2668
PLATE2	1	BL774	-144.5	-303	-497	-404	-374	-290	-448	-448	-290.5	271.5	206.5	-110	-339	-394	1165.5	3624	2811.5	735	-265.5	37	3403.5	-118	689	279.5	539	129
PLATE2	1	BL775	-122	-278	-491.5	-394	-358	-298	-421	-428	-289	311	209	-67.5	-340	-366	1181	3718	2749.5	746	-247	66.5	3370	-25	658	278	609	174.5
PLATE2	1	BL776	-682.5	-799.5	-915	-898	-835	-793	-879	-847	-746	136	-42.5	-70	-836	-856.5	221.5	1298	1784	281	-536	8	1278	-243	1056	355	-347	1377
PLATE2	1	BL777	-144.5	542.5	-474.5	-396	-316.5	-287.5	-357.5	-376	-35	298.5	126.5	-346	-267.5	-306.5	7361.5	6623.5	48746.5	353.5	-71.5	151	6485.5	31.5	721.5	219.5	305	11788
PLATE2	1	BL778	-471.5	2890	-813	333	-656	-506	-541	-227	-324	281	159.5	-29	-245.5	116	442.5	280	27597	748.5	-60	17	642	-106.5	1059	359.5	79.5	819
PLATE2	1	BL779	1130	-277	203	-249	355	730	-505	-527.5	1781	948	-28	-214	-464	-503.5	2932.5	1860	11736	263	-307	-9	4315	141	695	280	-28	286
PLATE2	1	BL648	-671.5	-954	-1622	-1656	-1384	-1195	-1491	-1408	3663	863.5	172	-916	-1122.5	-1010	-424.5	3481	7004	5265.5	719.5	-30	6758	-220.5	2072	909	-579	323
PLATE2	1	BL702	-143	749	-1672	-1404	-1252	-1013	-581	-472	-152.5	903	666	4677	116	612.5	105	1459	935	928	-290	454	14043	-156	2131	600.5	912	-72
PLATE2	1	BL705	669	-406.5	35	-268.5	-468	102.5	-738	-806	160	521	-23	-212	-742	-478	1181	2000	9580	657	3745.5	477.5	9254	-145	1126	236	-360	2766
PLATE2	1	BL722	609.5	761.5	-1445	-1501	-605	-389.5	-742	-1369	109	802	1471	103	-1265	-1271	5044.5	8413	15727	341	-32	280	2616	-156	1883	930	-200	610
PLATE2	1	BL735	-573.5	-881	-1259	-1278.5	-1247	-910	-1228.5	-1126	-919.5	752	-31.5	-475.5	-937.5	-616.5	11.5	1037.5	9125.5	336	-746	-109.5	1888.5	28.5	1798.5	844.5	-437.5	3452.5
PLATE2	1	BL736	-778	-620	-1134	-1086.5	-859.5	-718	-980	-1090	-752.5	387	-35.5	2757	-1024	-913	-39	317	7996	509	-446	83	3221.5	-128	1418	466	537.5	2674
PLATE2	1	BL740	-1663.5	-2005	-3899	-4083	-3057	-3419	-3179	-3984	-2869.5	2234	582.5	639	-3666.5	-3397.5	-2154	457	33814	3151	-172	585.5	24918	-959	4699	1956	-950	-2033
PLATE2	1	BL742	-1349	-569.5	-2313	-2077	-1856	-1877.5	-1234.5	-2136.5	-1354	869	819.5	-1171.5	-2402.5	-2302.5	-709.5	1029.5	1390.5	230.5	13073.5	-512.5	4448.5	-599.5	3027.5	768	1876.5	-431
PLATE2	1	EBV-MALE-NEG	-1613.5	-2566.5	-5221.5	-4752.5	-4242.5	-879	-5339.5	-4128	-2091.5	5233.5	1045.5	-2929.5	-5044.5	-4736.5	-3250	1643.5	-1635	-333.5	-437.5	69.5	6432	-1069.5	6041.5	3501	-2696.5	-3524.5
PLATE2	2	EBV-MALE-NEG	-1389	-1397	-3417.5	-3174.5	-2774	-1227.5	-3334	-2725	-1659	2779	130	-1787	-3050	-3012.5	-1851.5	875	-1027	-561	-780	-143.5	2480	-697	3838	1264	-1871	-2166
PLATE2	1	EBV-FEMALE-NEG	255	-809	-1146	-879.5	-1102.5	-734	-1129	-1026.5	-571.5	929.5	467	-700.5	-1045	696.5	738	546	3293	543	334.5	-64.5	854	-110.5	1487	386	10070	39062
PLATE2	2	EBV-FEMALE-NEG	101.5	-189.5	-524.5	-464	-505	-317.5	-427.5	-327.5	-312	381	187	-246	-328	935	321	260.5	2829	195	142	4	242	-135	749	178	2935	21023
