Plate	Inplatecount	Sample	IgA2_RBD alpha	IgA2_N	IgA2_RBD beta	IgA2_RBD omicron	IgA2_RBD lambda	IgA2_RBD gamma	IgA2_zebra	IgA2_Eadp501	IgA2_RBD delta	IgA2_RBD wuhan	IgA2_AMA1	IgA2_MSP1	IgA2_HRPII	IgA2_Tetanus	IgA2_HCoV-229E	IgA2_HCoV-NL63	IgA2_HCoV-OC43	IgA2_pp28	IgA2_pp65	IgA2_EBNA1	IgA2_VCA	IgA2_FL spike	IgA2_BSA	IgA2_CelTos	IgA2_CSP	IgA2_HCoV-HKU1
PLATE2	1	BACKGROUND0	30	11	35.5	25	19	44	29	11	36	39	48	16	46	7.5	49	76.5	46	22.5	22	12	8	18	49	100	36	10
PLATE2	1	AF-MIX-S1	-429	-370	-553	-560.5	-542	-507	-539	-557.5	-407	125	107.5	-485	-511.5	-548	89.5	180	308	150	-259	86	207	-153	654	155	-405	-22
PLATE2	1	AF-MIX-S2	-259	-241	-352	-335	-331	-291	-328	-339.5	-249	56	102.5	-297	-294.5	-331	64	134	229.5	64	-114.5	51	150	-114	433	114.5	-248	14
PLATE2	1	AF-MIX-S3	-44	-34	-61	-58	-55	-22.5	-38.5	-61	-29	37	33	-47.5	-23	-56	80.5	91	90.5	28.5	20	30	43	-24	130	112.5	-14	10
PLATE2	1	AF-MIX-S4	-12.5	-13	-26	-17.5	-17	7.5	-4	-19	9	15	31	-8	14.5	-33	49.5	73.5	45.5	4	-8.5	5	16	-12	92	86	8	-9.5
PLATE2	1	AF-MIX-S5	4	-9	8.5	-4.5	-9	24.5	18	-4	19	19.5	27	-1	38	-15	56	91.5	36.5	10.5	12	7	9	3	71	122.5	17	6.5
PLATE2	1	AF-MIX-S6	-3.5	-0.5	-1	-5	-6	15	14	-8	20.5	10	17.5	-1	33	-8.5	43	74	47.5	14	6.5	-9	-9	-2.5	71	93	17	-10
PLATE2	1	AF-MIX-S7	11	3.5	10.5	12	9	32	28	-3	22	14	40	-2	47.5	-11	54	71	37	3	8	-1	3	-2	63	100	20	2
PLATE2	2	BACKGROUND0	4	2	11	5	11	34	32	3	31.5	19	39	9	55	-10	48	73	38	9	26.5	-1	0	7	59	100	22	6
PLATE2	2	AF-MIX-S1	-474.5	-433	-662	-643	-644.5	-591.5	-647	-663	-502.5	204.5	114.5	-589.5	-607.5	-646.5	77.5	188.5	307	93	-293.5	93.5	258.5	-154.5	760.5	85.5	-499.5	-20.5
PLATE2	2	AF-MIX-S2	-116	-96.5	-158	-143.5	-134.5	-111	-129.5	-154.5	-96	53.5	65	-132.5	-109	-158	47	88	128	41	-3	33	63.5	-42	233	109	-86.5	-7.5
PLATE2	2	AF-MIX-S3	-78.5	-57.5	-94	-95	-101.5	-54	-89	-98	-52.5	39.5	68.5	-82	-39.5	-96	89.5	101	117	48	-10	41.5	24	-27	171	120	-27	4
PLATE2	2	AF-MIX-S4	10	9	-4	-12	-5.5	25.5	10	-20	20	26.5	35	-5.5	36	-21	44	79	61	17	17	-5	6	-12	77	90	16.5	-7
PLATE2	2	AF-MIX-S5	8.5	7	1	6	22	33.5	23	-6	24	13	34.5	-2	43	-7	50	87.5	54	17	24	11	0.5	7.5	63	117	25	4
PLATE2	2	AF-MIX-S6	10	12	6	9	9	34	18	-3.5	32	26	34.5	1	48	-9.5	52	71	50	19	16	11	-0.5	5	61	92	27.5	10
PLATE2	2	AF-MIX-S7	-6	-6	7	3.5	6	22	29	-12	19	4	25.5	-4.5	45	-21	44	58	31	6	10	-9	0	-2.5	67	89	19	1
PLATE2	3	BACKGROUND0	16.5	-7	15	15.5	0.5	38	22	-3	27	45.5	37	7	43	-9	41.5	100	27	24.5	26	9	-8	24	64	131.5	29	1
PLATE2	1	POST-VACC-S1	-445	-601	-505.5	-641.5	-503	-498	-637	-658.5	-437	90	121.5	-648.5	-608	-673	-235	347	177.5	38	-356	-55.5	-94	-176	764	221	-446	-263
PLATE2	1	POST-VACC-S2	-12	-71.5	-42.5	-66	-26.5	-13.5	-66.5	-76.5	29.5	54.5	42.5	-68.5	-38.5	-92.5	20.5	124.5	115	24.5	-25.5	1.5	-3	-9.5	153.5	105.5	-22	-12.5
PLATE2	1	POST-VACC-S3	27	7	20	13	15	43.5	21	-4.5	46.5	34	39	10	46.5	-12	55	90	62	20	10.5	7.5	4	3	67	105.5	16	3
PLATE2	1	POST-VACC-S4	22.5	6	23	8	23	40	41	9	45	35.5	19	1	55	-4	55	77	41	23.5	28	6	-0.5	6.5	54	102	23	5
PLATE2	1	POST-VACC-S5	9	6	7	6	6.5	35	35.5	-2	28.5	11.5	20	-4	57	-3.5	42	83	29	3.5	15	-2.5	-14	5	63	100	12.5	-6.5
PLATE2	1	POST-VACC-S6	31	19	17	21	24.5	43	35	18	29	22	39	24	61	7	55	83.5	51	28.5	30	5	7	13	49	126	29.5	7.5
PLATE2	1	POST-VACC-S7	0	-5	5	2	7	27.5	18.5	-8	26	3.5	17	1	38	-11	32.5	64	22	22	5	-1	-6	-7	64	105	21.5	-6
PLATE2	4	BACKGROUND0	-5	-2.5	-4.5	8.5	5	25	9	-18	12	17	12	-9	35	-13	28	53	20.5	-8	9	-5	-25.5	-14	72	92	15	-15
PLATE2	2	POST-VACC-S1	-635	-820	-720	-852	-693	-709	-837	-884.5	-675	45	145.5	-844	-831	-881	-415	227	-25	51	-428	-174	-257	-255	984	238.5	-590.5	-429
PLATE2	2	POST-VACC-S2	-41.5	-104.5	-80	-110.5	-73	-51	-94.5	-136	-14	35	31	-115.5	-70	-139	17	121.5	102	5	-39	-3	-21	-53	194	126	-37.5	-48.5
PLATE2	2	POST-VACC-S3	2	-24.5	3	-13	-5	25	13	-32	28.5	22	27	-22	16	-25	42	91	37	17.5	7	2	-15	-9	82	87	18	-3
PLATE2	2	POST-VACC-S4	16	13	15	19	18	46	36.5	13	39	24	40	14.5	47	-3	55	73	32.5	5	19	8	-6	3	57	106.5	20	6.5
PLATE2	2	POST-VACC-S5	-1	-3	9	19	11.5	35	17	-9	27	14	26	-2	45	-9	33.5	68	26.5	3	15	-4.5	-11	-2	64	90	11	-7
PLATE2	2	POST-VACC-S6	7	-7.5	12	0	8.5	29	22	-6	29	4	22	11	45	-3	44	75	24	6	26.5	-2	-11	-4	61	102.5	19	-7.5
PLATE2	2	POST-VACC-S7	9	-5	2.5	14.5	4.5	29.5	17	-8	25.5	2	30	-4.5	34.5	-14	32	53.5	22	0.5	7	-3	-18	-4.5	67	85.5	15	-6
PLATE2	5	BACKGROUND0	13	9	8	22	16.5	37.5	34.5	-4	34	13	30	13	48	-4	44	71	51	27	17.5	3	6	5	57	113.5	20.5	1
PLATE2	1	HCAM-002-S1	-406	-416.5	-423	-437.5	-422	-381	-427	-457	-389	23	61.5	-420	-404	-460	1	151	20	175	-142	8.5	58	-123.5	537	170	-300	-126.5
PLATE2	1	HCAM-002-S2	-65.5	-73	-80	-76	-86	-46	-56.5	-95	-56.5	26	11	-87	-43.5	-88.5	19	64	49.5	26	-21	-15	-7	-32	161	70	-26	-36
PLATE2	1	HCAM-002-S3	4	12.5	1.5	7.5	8.5	35.5	22	-8	29.5	24.5	50	-4.5	40	-10	49	81.5	46.5	28.5	21.5	-1	5.5	-2.5	67.5	104.5	23.5	-1.5
PLATE2	1	HCAM-002-S4	8.5	3	6	8.5	17	30	22	-9	26.5	16	15	13	41	-7	47	66	40	9.5	18	-3	-4.5	-4	65	98	25	4
PLATE2	1	HCAM-002-S5	14	21	5	17	10	42	32.5	0	30	9	32	13	49	-5	43	76	28	26	25	-7.5	3	6	57	119	31	-6
PLATE2	1	HCAM-002-S6	3.5	-3.5	12	9.5	8	37	18	-9	29.5	18	23	9	44	-5	38	67.5	40	0	7	-9.5	-5	-1.5	66	94	14	3
PLATE2	1	HCAM-002-S7	5	0	14.5	10	6	34	20	-4	27	6	14	-5	44	-11	38.5	63.5	33	6.5	16	-7	-6.5	11.5	63	107.5	13.5	-6
PLATE2	6	BACKGROUND0	17	-6	6	14	13	31	41.5	4	28	20	27	2	52	-10	49	70	31.5	11	15.5	2	-3	2	59	101	21.5	1.5
PLATE2	2	HCAM-002-S1	-814	-806	-810	-792	-810.5	-772.5	-807	-847	-775	-167	113	-753	-799	-846	-95	117.5	-42	674.5	-194.5	-67	57	-191	932	173	-595	-230
PLATE2	2	HCAM-002-S2	-50	-54.5	-58	-66	-57	-30.5	-47.5	-84	-27	38	53.5	-56	-19.5	-79.5	42	76	43	40.5	-14	4	-4	-4.5	141	101.5	14	-18
PLATE2	2	HCAM-002-S3	3	-6	1	9.5	9	24.5	25	-8	20.5	23	31.5	4	40	-13.5	55	94.5	43	20	19	3.5	-5.5	11	70	102.5	31	5.5
PLATE2	2	HCAM-002-S4	14	2	15.5	20.5	22.5	37	34	0	39	27	42	20	63	-2	53	77	37	27	20.5	-2	6.5	14	56	109.5	38	5
PLATE2	2	HCAM-002-S5	9.5	1.5	3.5	10	11.5	26.5	26.5	-7.5	30.5	6	31	-0.5	38.5	-9.5	36.5	71.5	30	6.5	8.5	3.5	-5.5	2	64.5	92.5	19.5	-5.5
PLATE2	2	HCAM-002-S6	-6	-7	-1	11.5	7	31	16.5	-10	17.5	7	16	-10	53	-5	34	47	25	5	18	-12.5	-13	-2.5	70	103.5	17.5	-6
PLATE2	2	HCAM-002-S7	8	8	2.5	14	12	44	23	6	25	14.5	18	4	58	-0.5	38.5	68.5	38	15	18	1.5	-1	1	61	109	25	-2
PLATE2	1	HC-101K	-516.5	-789	-678.5	-801.5	-633	-710.5	-823	-845	145	434.5	136	-800	-790	-841	258	108	11758	189	-490	-29.5	241	-81	937	86	-755.5	2529.5
PLATE2	1	HC-102K	-28	-193.5	-150.5	-154.5	-172	-113.5	-189.5	-208	65.5	131.5	156.5	-148.5	-147.5	-205	292.5	356.5	480.5	52.5	-0.5	-0.5	32	-27.5	308.5	179.5	-114.5	151
PLATE2	1	HC-103K	-440.5	-516	-513	-507	-514.5	-485	-523	-547	-332.5	326	77.5	-511.5	-487	-562.5	-446	92	-12	-185.5	-450	147.5	344	-158	636	438.5	-445	-488
PLATE2	1	HC-104K	-352	-480.5	-476.5	-450.5	-471	-423.5	-479.5	-512.5	-264.5	82.5	205.5	-501.5	-468.5	-526	-423.5	-24	-324.5	-20	-373.5	137.5	-280.5	-154.5	610.5	625	-170.5	-478.5
PLATE2	1	HC-105K	-45	-183	-147	-114	-147	-123	-178	-206	106	144	71.5	21	-155	-209	-29	116	125.5	32	-94.5	26	38	-14	292	200	-141	-13
PLATE2	1	HC-106K	-48	135	-64.5	-157.5	-154	-36	-172.5	-203	100.5	62.5	63.5	-151.5	-143.5	-195.5	53.5	303.5	84.5	93.5	-87.5	-17.5	115.5	-49.5	281.5	146.5	75	137.5
PLATE2	1	HC-107K	27	-188	-84	-158	-47	-41	-197	-213	254	155	41.5	-169	-168.5	-217	40.5	83	47	79.5	-119	0	96	-61	295	168	233	-52
PLATE2	1	HC-108K	-299	-356.5	-363	13468	-350.5	-314	-383	-415.5	-278	84	208	-308	-351.5	-410	-271	72	-135	108	-188	232	-102	-107.5	521	158	-318	-281
PLATE2	1	HC-109K	626.5	-240.5	-13.5	-246	382.5	-17	-244	-277.5	643.5	413.5	-11.5	-250	-216	-268	-131.5	99.5	74.5	32	-162.5	29.5	337.5	1	343.5	237.5	-197	-158.5
PLATE2	1	HC-110K	-2917.5	-2981.5	-2963	-2943	-2970.5	-2955.5	-2963	-2982.5	-2869.5	367	614.5	-2882.5	-2963.5	-3002.5	-2807	-72.5	-2734	8048.5	-2828	-521	728.5	-1613	3076.5	1330	-2951.5	-2887.5
PLATE2	1	HC-111K	-77	-259	320	-185	-202.5	22	-260	-270.5	105.5	64.5	93	-218	-239	-295	-49	108	-45.5	791	249	-41	100	-51	371	116.5	-240	-90.5
PLATE2	1	HC-112K	524	-155	-203	-252	201	-157	-254	-286	1843	401	175	-201.5	-241	-269.5	-71	88	636	52	4	-8	28	1.5	379	205.5	140	-132
PLATE2	1	HC-113K	73.5	-252.5	-185.5	-220.5	-149.5	-117.5	-237	-257.5	-146.5	157	106	-163.5	-224.5	-252.5	13	110	412	399	-141.5	15.5	107	-67.5	350.5	160.5	-152.5	-48.5
PLATE2	1	HC-114K	0.5	-57.5	-60.5	-51.5	-69.5	7.5	-71.5	-96.5	49.5	21.5	31	-48.5	-45.5	-104	-22.5	46.5	20.5	-6.5	-27.5	21.5	3.5	-30	165.5	125	-51.5	-87.5
PLATE2	1	HC-115K	-79	-317	-279.5	-320	-268	-216	-331	-294.5	127.5	128	142	-280	-297	-348	-173.5	49	58	1469	-182	104	28	-64.5	451	147	-201	-210
PLATE2	1	HC-116K	-245	-267	-396	-364.5	-336	-340	-391.5	-375	-155	186.5	85	-361	-365	-417	-238	117	-189	-147	-341	-12.5	558.5	-170	499	393	-336	-344
PLATE2	1	HC-117K	-84	1553.5	-101	-100	-114	-70	-105	-122	-71	60.5	30	-110	-79	-132	129	129	374	49	-28	18.5	98	-23	204	147	-96	62
PLATE2	1	HC-118K	59	-150.5	-164.5	-163	-116	-70.5	-182	-206	599	64	-32	-178.5	-160.5	-211	-29.5	60.5	32	32.5	-138	-45	27	-50.5	285	156	-138	-57
PLATE2	1	HC-119K	-81.5	-200.5	-223.5	-218.5	-189.5	-157.5	-196.5	-232.5	46.5	248.5	57.5	-198.5	-173.5	-226.5	-86	35.5	1441.5	-17.5	-154.5	-42.5	113.5	-55	311.5	290.5	-209	-132.5
PLATE2	1	HC-120K	-215	-250	-219	-182.5	-220	-202.5	-260	-290.5	-197.5	174	97	-270	-255.5	-308	-93	218	252	-0.5	-183.5	42	578	-36.5	380	211.5	-222.5	-19
PLATE2	1	HC-121K	-63	-107	-103	-104.5	-105	-53	-90.5	-123	-69	33.5	62	-86.5	-79.5	-130	59	106.5	161	9	-36	6	-15	-30	194	123	-98	39.5
PLATE2	1	HC-122K	96.5	-61	-21	-37	-37	-5	-47	-72	19	157	71	-53	-26	-75.5	90	114.5	91	42	-5	8.5	4	-20	149	134	-41.5	-11
PLATE2	1	HC-123K	-433	-492.5	-483.5	-484.5	-481.5	-437	-469	-504	-404.5	139.5	97	-486.5	-447.5	-516.5	-315.5	66.5	191.5	-201	-353.5	-41	95.5	-165.5	581.5	340.5	-425.5	-355.5
PLATE2	1	HC-124K	1465	-269	-141	-263.5	-282	-117.5	-269	-305	-188	72	108	-266	-265.5	-294	-67.5	235	1610	12	-164	47.5	-15.5	-78	387	364.5	-237	-120
PLATE2	1	HC-125K	-393.5	-457	-465.5	-443.5	-440	-408.5	-477.5	-477	-278	305.5	105	-449	-458.5	-501.5	-317.5	139	-243.5	6.5	-290.5	94	149.5	-88.5	589.5	380.5	-296.5	-375.5
PLATE2	1	HC-126K	3	32.5	-19.5	-25	-26.5	4	-15	-33	18.5	17.5	48	-7.5	12.5	-43	30	56	126	26.5	0.5	-0.5	42.5	-7	105	117	-12	-17
PLATE2	1	HC-127K	3435.5	-334	-221	-353	-223	-196	-372	-377	4576	1157.5	52	-371	-365	-399	-156	149	76	262	-263	4455	124	-42	485	188	-327	-186
PLATE2	1	HC-129K	45.5	-49	-46	-63	-12	-6.5	-66	-81	224.5	134	63	-67	-43	-94.5	-23	84	15.5	-4	-32.5	47.5	177.5	-16	156	160	-21	-58.5
PLATE2	1	HC-130K	64	-115.5	-109	-31	-102	-77	-100.5	-131	193	73	78	-78	-82.5	-132	16	104	45.5	73.5	-54.5	3	26	-37.5	207	161	-85	-58.5
PLATE2	1	HC-131K	-84	-105	-115	-106	-97.5	-81	-95	-139	101	29.5	29	-84	-84	-135	-17	32	81	0	-59	23	82	-54	200	171	-86.5	-56
PLATE2	1	HC-132K	3920	-384	-112.5	-373.5	420	-96	-372	-408.5	3563	2295.5	164	-352	-360	-422	-134	1941	3834	-128.5	829.5	38	252	77	487	308	-358	-350
PLATE2	1	HC-133K	-298	-326	-333.5	-330.5	-315.5	-299.5	-325	-354	-227	64.5	-29.5	-208.5	-297.5	-362.5	-182	19.5	-45.5	87.5	-191.5	70.5	-153.5	-113	435.5	302.5	-181.5	-250.5
PLATE2	1	HC-134K	318.5	-147	-61	-123.5	-84	8	-135	-161	746.5	180	40.5	-149.5	-119.5	78	-70	77	2216	-40	-93	0	-11.5	-70	241	176	-128	-133
PLATE2	1	HC-135K	-167.5	-223	-203	-217	-210	-168.5	-213.5	-242	-135	114	63	-217	-195	-243	-137	95	-58.5	-66.5	-174	30	1174	-48.5	310	276.5	-191	-198
PLATE2	1	HC-136K	-36	4	-82	-44.5	-56	1	-74	-85.5	-30.5	51.5	76	-82	-64	-121	104.5	192	222	62	-15	12	153	-12	183	141	-61	0
PLATE2	1	HC-137K	-892.5	-1114	-1126	-1130.5	-1127	-1104	-1135	-1162	-1028.5	61	-68	-1071	-1110	-1164	-563	187.5	309	-251	-625.5	-166.5	128	-400.5	1241	802	-1036	-392.5
PLATE2	1	HC-138K	-225.5	317.5	-298.5	-232.5	-287.5	-249.5	-268.5	-275.5	581	142.5	61	-287.5	-261	-301.5	-164.5	102.5	4592.5	6.5	-177	63.5	190.5	-41.5	390.5	308	-182	-223.5
PLATE2	1	HC-139K	-20.5	-180.5	-179	-179.5	-159.5	-116.5	-161	-194	-74	84	19.5	-170.5	-145.5	-206	-76	65	-40	18	-97.5	-18	-12	-62	281	182	-142	-133
PLATE2	1	HC-140K	330	-428	-264.5	-406	-111.5	-228	-475	-509	900	722	44	-433	-444	-522	-206	-16	3152	-64.5	-307	30	1529	-39	602	369.5	-387	-225.5
PLATE2	1	HC-141K	132	-78	-82.5	-101	73	-45	-97	-128.5	755	191.5	5.5	-81	-62.5	-130.5	11	59	965	149	-49	3785	32	-6	194	118.5	-81	-52.5
PLATE2	1	HC-142K	-93.5	-161.5	-181	-153.5	-153.5	-133.5	-151	-178.5	-106.5	81	33.5	-153.5	-131.5	-186.5	-59.5	68.5	578	-28	-122.5	446.5	46	-56	252.5	184.5	-122.5	-123.5
PLATE2	1	HC-143K	18.5	-53.5	-25	-60	-31	-9.5	-49.5	-64	22	84.5	55	-50.5	-31.5	-78.5	14.5	62.5	237.5	12.5	-11.5	10	115.5	-10.5	144.5	147	-24.5	-13
PLATE2	1	HC-144K	294	-482	-251.5	-449	-172	-257	-480	-505	449	565.5	465	-428	-456	-509	303.5	412	259	100	-290	18	751.5	44	598	276.5	-412	-235
PLATE2	1	HC-145K	-118	-239	-241.5	-247	-196.5	-139	-263.5	-287	-174.5	198	43	-244	-239	-299.5	-126	44.5	-77	-68	-203	61	306.5	-78	372	297	-242	-207
PLATE2	1	HC-146K	424	-151.5	-393	250	23.5	-299	-470	-501	1407.5	465	372.5	-453	-477	-536	-173.5	81	282	368.5	62	259	152	2	648	270	-111.5	-261
PLATE2	1	HC-147K	-537	-721	-711	-710	-697	-702	-714.5	-752.5	-293	441.5	318	-617.5	-713.5	-751.5	-371	33	492	343	-482	50	435	-29	832	475.5	-513.5	-299
PLATE2	1	HC-148K	-234	-266	-297	-268	-280	-259.5	-286	-295	-210	71	55	-289	-276	-306	173	52	818	-6.5	-115.5	-28	248.5	-100	385	109	-291	167
PLATE2	1	HC-149K	-79	-127.5	-119	-128	-139	-84	-124.5	-149	36	16	42.5	-125	-104	-157	-50	66.5	37.5	10	80	0.5	-5.5	-32	222	147	-99	-91
PLATE2	1	HC-150K	-174	-168	-213	-219.5	-168	-164	-211.5	-252	2	114	5.5	-198	-204	-243	-44	58	-54	6	-113	32.5	124	-44.5	325	300	-136.5	-170
PLATE2	1	HC-151K	-28.5	-156	-159	-131	-163	-115.5	-150	-182	-90.5	96	81	-152	-121	-178.5	249	554	547.5	69.5	-80	12	58.5	-36	255	131	-131	-76
PLATE2	1	HC-152K	-351	-274.5	-486	-469.5	-346	-213	-331	-309.5	-335	156	181	661.5	78	-109.5	-76	141	1516.5	247	-102	15	269.5	-110	599	389	-439	-260
PLATE2	1	HC-153K	75.5	-409.5	-398.5	-412	-168.5	-360	-422	-419.5	675.5	463.5	233.5	-251.5	-363.5	-454.5	-276.5	99.5	1224	-88.5	0.5	32.5	435.5	-84	546.5	400.5	-173.5	-331
PLATE2	1	HC-154K	-179	-292	-290	-302	-268	-233	-302	-310	-188	139.5	283.5	-140	-266	-326	-74	70.5	221	4	-180	20	147	-84	404	264	-228	-120.5
PLATE2	1	HC-155K	-229	-431	-431.5	-426	-388	-365	-432	-473	-183	96	160	-210	-418	-486	-200	94	-65	153.5	-262	-11	930	-70	562	264	-376	-210
PLATE2	1	HC-156K	-608.5	-653.5	-737	-723.5	-731	-654	-750	-758	-518	110	481	-607	-725	-780.5	-345.5	-98	-209.5	116.5	-496	-172	131	-151	866	91	-657	-410
PLATE2	1	HC-157K	-227	-183	-283	-283.5	-272.5	-259	-284	-322	-182.5	59.5	41	-241	-262.5	-323	-107	17.5	18	24	-200	-105	581	-84.5	397	159	-217.5	-43.5
PLATE2	1	HC-176K	865	-337	-161.5	-224.5	308.5	-128	-345	-371	2156	583	99.5	-324	-327.5	-374.5	-31	100.5	-28	-56	-145	-40.5	530	-30	462	198.5	-224	-145
PLATE2	1	HC-177K	-62	-108.5	-123	-59.5	-101.5	-72	-102	-127.5	-52	41.5	-1	-130	-74	-138.5	-31	3999	-4	23	-55.5	-27	9	-30.5	208	142	-60	-89
PLATE2	1	HC-178K	733.5	-184.5	50.5	-198.5	40.5	83.5	-180.5	-218.5	513.5	301.5	47.5	-196.5	-176.5	-215.5	-93.5	84.5	-56	143	-110	-11.5	-6.5	-28.5	290.5	157.5	-132.5	-137.5
PLATE2	1	HC-179K	128.5	-149.5	-166	-147.5	-143.5	-111	-149	-152	-43	112	121	-138	-128	-183	-4.5	110	46	59	-86	35.5	206.5	-40	268	279	-57.5	-134
PLATE2	1	HC-180K	-47	-146.5	-158.5	-140	-133.5	-121	-136.5	-162.5	78.5	46.5	-7.5	-138.5	-126.5	-188.5	289.5	234.5	1031.5	0.5	-95	-34	-43.5	-66.5	247.5	172	-9	-53.5
PLATE2	1	HC-181K	-97.5	-396	-343	-388	-269	-296	-377.5	-418	958.5	256	144	-339	-371.5	-419	-217	54	26	-18	-290.5	-11	74.5	-119	491	172	-350.5	-238
PLATE2	1	HC-182K	-91.5	-227.5	-224	-229	-199	-161	-238.5	-264	-2.5	131	80.5	-195	-227.5	-254	18.5	260.5	319.5	-74.5	-149.5	2.5	1467	-58.5	348.5	265.5	-184.5	-166.5
PLATE2	1	HC-183K	-415	-475	-469.5	-476.5	-470	-434.5	-464	-492	-412.5	89.5	141.5	-424	-440	-509.5	-80	83	560	-3.5	-274	-9	32.5	-122	571	182	-442.5	-72
PLATE2	1	HC-167K	-125.5	-126.5	-177.5	-158.5	-138.5	-113.5	-142.5	-194	-50.5	79.5	40.5	-136	-129.5	-186.5	-24.5	93.5	1387.5	22	-91.5	39.5	59.5	-65.5	269.5	189.5	-74.5	-79
PLATE2	1	HC-168K	2	-261	-142	-84	-162	-210	-285	-292	180	180	-11	-279	-250	-300.5	29	198	204	22	-174.5	-16	53.5	-60.5	383	139	-211.5	-125
PLATE2	1	HC-169K	-5.5	-89.5	-182	-171.5	-2.5	-31	-106.5	-145.5	1574	148.5	76.5	131.5	8.5	-93	-29.5	99	934	238.5	-8.5	-40	99	-32.5	294.5	180.5	-106.5	-95.5
PLATE2	1	HC-170K	-38	-240	-233	-224	-154.5	-213	-256	-246	521	130.5	54	-124	-215	-274	-134	56	1148.5	-43.5	-117.5	108.5	166	-97	364	247	-201	-221
PLATE2	1	HC-171K	-63	-240	-242	-250	-224	-194	-235	-244	-101.5	59	4	-223	-211.5	-265	-63	1104	3783.5	44	36	-16.5	39.5	-83	336	130	-200	-46
PLATE2	1	HC-172K	73	-190	-191	-197	-182.5	-168.5	-190.5	-213	57	128	121	-181.5	-165	-214	-46	110	-51	57	-84	25	390	-63	296	217.5	-153	-126
PLATE2	1	HC-173K	-204.5	-348.5	-303.5	-346.5	-332.5	-274	-322.5	-361.5	-252	145.5	120.5	-337.5	-316.5	-373.5	-177.5	187	7	-114.5	-237	-18.5	229.5	-149.5	445.5	355.5	-302	-201
